platform,tag,url,title,summary,language,difficulty,learners_count,price,certificate,authors,rating_loved,rating_liked
Alison,Programming,https://alison.com/course/operating-systems-introduction-to-memory-management-revised#outcomes,Operating Systems - Introduction to Memory Management,"This free online Operating Systems - Introduction to Memory Management course will teach you about the different models for memory management. Memory management is the process of controlling and coordinating computer memory and assigning blocks to various running programs to optimize overall system performance. You will learn about virtual memory and its structure, virtual address mapping, segmentation, booting a computer system, and more.",en,Beginner Level,7684,0,Certificate,NPTEL,37,21
Alison,Programming,https://alison.com/course/introduction-to-gpt-3-with-python-create-advanced-ai-applications#outcomes,Introduction to GPT-3 with Python Create Advanced AI Applications,"Explore how to interact with the OpenAI GPT-3 API using Python programming. You'll gain knowledge on topics like GPT-3 API interaction, extracting insights from GPT-3 data, and advanced application development. Additionally, you'll discover strategies for engaging in conversations with AI and constructing a voice AI-powered assistant. This course is suitable for individuals looking to specialize in constructing AI systems with GPT-3 and Python.",en,Intermediate Level,2027,0,Certificate,Khan Arbaz,13,6
Alison,Programming,https://alison.com/course/diploma-in-c-sharp-programming-revised#outcomes,Diploma in C# Programming,"This free online course in C# programming will teach you the basics of programming in C# using the Visual Studio Express from Microsoft. You will learn how to install Visual Studio Express 2013 for Windows desktop, write basic code in the C# programming language, and review C# code for errors. You will also study how to declare a new instance of a class Work with classes and inheritances in the .NET Framework class library, and more.",en,Beginner Level,36651,0,Diploma,Channel 9,152,46
Alison,Programming,https://alison.com/course/selenium-fundamentals#outcomes,Selenium Fundamentals,"This free online web development course offers a comprehensive guide to the principles and applications of the Selenium Integrated Development Environment (IDE). We explain step by step how to optimize the suite’s functionalities and demonstrate how to download and include the Selenium libraries in a program. This course lets you use Selenium to test web applications, which will boost the quality of your output and thus your career.",en,Beginner Level,9299,0,Certificate,Workforce Academy Partnership,46,23
Alison,Programming,https://alison.com/course/chatgpt-prompt-engineering-from-beginner-to-expert#outcomes,ChatGPT Prompt Engineering: From Beginner to Expert,"Are you eager to harness ChatGPT's full potential and craft impactful prompts for optimal results, enhancing productivity and saving valuable time? This course explores ChatGPT's key features and capabilities for tasks such as text summarization, proofreading, translation, and copywriting. Discover how to use ChatGPT to identify trends in datasets, learn a new programming language from scratch, and create and interpret images.",en,Intermediate Level,8977,0,Certificate,Hamza Rouane,94,68
Alison,Programming,https://alison.com/course/javascript-application-programming-revised#outcomes,JavaScript Application Programming,"This free online JavaScript app tutorial course will teach you JavaScript programming principles step-by-step, in a clear and concise manner. JavaScript is an extremely common and important application programming interface used to program the behavior of web pages. Created in 1995, and a European Computer Manufacturers Association standard by 1997, JavaScript is the third language all web developers must learn, along with HTML and CSS.",en,Beginner Level,36528,0,Certificate,Channel 9,144,55
Alison,Programming,https://alison.com/course/starting-python-programming#outcomes,Starting Python Programming,"This course explores one of the most popular programming languages, Python, and supplies you with the basics of creating your own code. We will provide you with all the features and benefits of Python to help you get the most out of this programming language. With the rise of computer coding, Python developers are in high demand and provide great job opportunities. So enroll now to learn to become a Python coding expert today!",en,Beginner Level,31851,0,Certificate,Zenva,195,119
Alison,Programming,https://alison.com/course/diploma-in-software-testing-revised#outcomes,Diploma in Software Testing,"This free Software Testing course covers the most important topics of software testing, from functional testing to black and white box testing. In this so-called Age of Apps, software testing is becoming an indispensable part of software development. This means there are great career opportunities for software testers. With this course, you will be able to enhance your résumé and become a professional software tester.",en,Beginner Level,64035,0,Diploma,NPTEL,216,96
Alison,Programming,https://alison.com/course/basics-and-structure-of-java-programming#outcomes,Basics and Structure of Java Programming,"The Java programming language has become the most popular programming and development platform due to its high-level abstraction and low implementation dependencies. As a result, it is regarded as one of the core languages for mobile app development. This course serves as a comprehensive guide to coding and will provide beginners with the hands-on skills and knowledge needed to write Java codes from scratch. Enrol today!",en,Beginner Level,13445,0,Certificate,Sandeep Thakur,32,21
Alison,Programming,https://alison.com/course/introduction-to-html-and-css#outcomes,Introduction to HTML and CSS,This free online programming course teaches you how to create enticing web pages with Hypertext Markup Language (HTML) and Cascading Style Sheets (CSS). HTML forms the foundation for most web content and CSS can be added to refine its appearance. We also examine CSS classes and IDs and delve into basic styling properties and design principles that apply to all online layout including the use tags and multimedia on your web pages.,en,Beginner Level,54215,0,Certificate,SimonSezIT,319,194
Alison,Programming,https://alison.com/course/diploma-in-data-analytics-with-python#outcomes,Diploma in Data Analytics with Python,"This free online data analytics course explains in great detail, analytics in a wide variety of industries. The course will be of great interest to students and professionals who wish to learn more about the use of analytics in their career and life. The course includes detail on how to develop the in-demand skills and knowledge needed to analyze data with python and drive decision-making to improve business performance in today's industries.",en,Advanced Level,44304,0,Diploma,NPTEL,88,45
Alison,Programming,https://alison.com/course/c-programming-logic-and-statements#outcomes,C Programming - Logic and Statements,"This free online coding course will teach you how C programming works with statements and logic. It delves into conditional flow statements and their mechanisms, and teaches you about 'if' statements and logical operators. You will be introduced to the concept of ‘goto’ and loops in C programming, as well as custom functions and boolean values (or bools) in the language.",en,Beginner Level,6754,0,Certificate,Advance Learning - IT,15,10
Alison,Programming,https://alison.com/course/a-python-course-for-complete-beginners#outcomes,Diploma in Python for Beginners,"If you want to design applications but have no prior expertise, this free online Python course will teach you the fundamentals, before moving on to more advanced topics. Some of what you will learn are the principles of Python programming, its command-line interface, incorporating graphic components into your programs and practical demonstrations that explains the vast applications of this popular, versatile programming language.",en,Advanced Level,28632,0,Diploma,Learning While Practicing,60,30
Alison,Programming,https://alison.com/course/introduction-to-python#outcomes,Introduction to Python,"This introductory class takes you step-by-step through the process of creating functions and scripts using Python. We explore the language’s unique syntax and identify the common mistakes made by developers, both novice and experienced. You will master Python’s operators, statements, loops, lists and dictionaries as we unpack the intricacies of this powerful and popular coding language.",en,Beginner Level,43837,0,Certificate,SimonSezIT,146,87
Alison,Programming,https://alison.com/course/c-plus-plus-programming-using-advanced-features#outcomes,C++ Programming using Advanced Features,"This free online C++ programming course will teach you about some of the advanced, essential features of the C++ programming language. C++ is one of the most important and powerful programming languages in use today. In this course you will study the concepts of polymorphism and inheritance, as they relate to both C++ and OOP, and more! Take this free online programming course and familiarise yourself with C++ today.",en,Intermediate Level,20037,0,Certificate,Microsoft,35,20
Alison,Programming,https://alison.com/course/an-introduction-to-java-programming#outcomes,An Introduction to Java Programming,"Java is a practical, dynamic and relatively easy-to-learn programming language used in various applications. This course will demonstrate everything from installations and setups to programming with multiple loops. We will explain the role and significance of features of Java, like classes, packages and various loops. You will gain the skills to understand basic Java programs, fix errors and write Java programs independently.",en,Beginner Level,9918,0,Certificate,Stone River eLearning,36,13
