platform,tag,url,title,summary,language,difficulty,learners_count,price,certificate,authors,rating_loved,rating_liked
Alison,Programming,https://alison.com/course/python-for-data-science-from-the-basics-to-advanced#outcomes,Python for Data Science: From the Basics to Advanced,"Python is one of the best and fastest-growing programming languages used in data analysis worldwide. This free online course shows you how to apply the fundamental programming concepts of Python such as looping, variables, data types and data structures to data science. It also explores the NumPy and Pandas libraries that will help you further manipulate, analyze and visualize data in Python.",en,Intermediate Level,18115,0,Certificate,Ermin Dedic,62,25
Alison,Programming,https://alison.com/course/starting-javascript-programming#outcomes,Starting JavaScript Programming,"This practical web development course introduces you to JavaScript (JS), a powerful programming language used by professionals. We begin with the basics of JS code and explain how to use mathematical operators and work with conditional statements in JS. We show you how to write codes and commands step by step to help you acquire a valuable skill as you learn the fundamentals of JavaScript and prepare to move on to higher-level programming.",en,Beginner Level,17056,0,Certificate,Zenva,114,68
Alison,Programming,https://alison.com/course/c-programming-introduction#outcomes,C Programming - Introduction,"This free online basic course on C programming language will teach you the basics of the C programming language, the importance of understanding binary and give you a brief introduction to hexadecimal. You will learn about how programming works, the structure that defines all programs and how to start writing your first program. Enroll this online course today if you want to learn programming fundamentals!",en,Beginner Level,48500,0,Certificate,Advance Learning - IT,161,78
Alison,Programming,https://alison.com/course/arduino-and-programming-in-internet-of-things#outcomes,Arduino and Programming in Internet of Things,"The Internet of Things (IoT) is a field of study that covers physical objects that have sensors, processing ability, software and other technologies that connect and exchange data with other such devices over the internet or other communication networks. Arduino is an open-source electronics platform that is based on easy-to-use hardware and software. This programming course introduces you to the basics of Arduino and explains how to use Python.",en,Advanced Level,12724,0,Certificate,NPTEL,37,37
Alison,Programming,https://alison.com/course/introduction-to-c-plus-plus-programming-for-beginners#outcomes,Introduction to C++ Programming for Beginners,"This free online course will teach you the basics of the C++ programming language and how to use it to code various programs and applications. This C++ tutorial will quickly get you familiar with the many principles of C++, how to set up and install C++, what variables are, the intricacies of working with inputs and outputs, how to use to the C++ Compiler, and why despite its complex nature, C++ is still one of the most popular coding languages.",en,Beginner Level,12657,0,Certificate,Zenva,20,21
Alison,Programming,https://alison.com/course/fundamentals-of-internet-of-things#outcomes,Fundamentals of Internet of Things,"This Fundamentals of Internet of Things (IOT) free online course starts by describing the different fundamental concepts behind the Internet of Things (IoT). In this course, students will learn about the essentials, such as the technology and protocols used for the communication and networking of the Internet of Things (IoT). Begin this course today and start improving your knowledge and key skills on the Internet of Things (IOT).",en,Advanced Level,7711,0,Certificate,NPTEL,26,14
Alison,Programming,https://alison.com/course/introduction-to-programming-with-python-revised#outcomes,Introduction to Programming with Python,"This free online Python programming course will teach programming in Python from the ground up. The course will explain core programming concepts like functions, variables, loops, conditional statements, and algorithms, and will guide you through the creation of basic programs. Python is one of the most versatile and popular programming languages worldwide - go from complete beginner to certified programmer with our free online course.",en,Beginner Level,48809,0,Certificate,Khan Academy,441,98
Alison,Programming,https://alison.com/course/fundamentals-of-html#outcomes,Fundamentals of HTML,"This free online course on the fundamentals of HTML will give you a comprehensive guide on the major updates available in HTML version 5 (HTML5). You will learn how to download, install, and customize ComodoreEdit, which is the free editing software in HTML5. Other key themes in this HTML course are learning about the new semantic elements along with differences between the placeholder attribute and the value attribute in HTML.",en,Intermediate Level,15442,0,Certificate,Stone River eLearning,48,39
Alison,Programming,https://alison.com/course/react-javascript-fundamentals-to-coding-and-new-beginnings#outcomes,React JavaScript - Fundamentals to Coding & New Beginnings,"React is an open-source JavaScript library that you can use to build user interfaces and web applications. React is much simpler to use than JavaScript and requires significantly less coding. This web development course lays out the core principles of React. We explain how to set up your first React environment, components, keys and props. We also go through folder structure, CSS styling and React operators. Sign up to learn a valuable new skill.",en,Intermediate Level,19529,0,Certificate,Digital Partner,77,58
Alison,Programming,https://alison.com/course/introduction-to-c-plus-plus-programming-language#outcomes,Introduction to C++ Programming Language,"This free online C++ course can will introduce you to programming with C++, teaching you how C++ is written and why you might choose to use it. C++ is an incredibly useful tool which can be used to control a much wider range of applications compared to other programming languages. This course will teach you about how C++ combines both procedural and object-oriented elements in simple and clear language that'll get you started right away.",en,Intermediate Level,74545,0,Certificate,Microsoft,89,72
Alison,Programming,https://alison.com/course/master-the-pandas-library-in-python-programming#outcomes,Master the Pandas Library in Python Programming,"Are you interested in automation and would like to delve deeper into the Pandas library in Python programming? With this free online course, you will learn about the various uses of Pandas. Equipped with the Python programming language, we will introduce you to the multiple Pandas methods, profiling and dataFrames. Get into the exciting world of automation with proven expertise and boost your career with this easy-to-follow course.",en,Beginner Level,5495,0,Certificate,Kelvin Fosu,16,15
Alison,Programming,https://alison.com/course/how-to-build-javascript-cryptocurrencies-and-smart-contracts#outcomes,How to Build JavaScript Cryptocurrencies and Smart Contracts,Do you intend to build your own digital currency to have more financial flexibility in accordance with your business needs? We’ll teach you how to create your cryptocurrency in a blockchain network using JavaScript by writing a simple and easy-to-follow set of programming instructions. Explore how to make your blockchain transactions secure and free from service abuses and automate cryptocurrency transactions using smart contracts.,en,Advanced Level,1098,0,Certificate,Stone River eLearning,2,4
Alison,Programming,https://alison.com/course/data-science-working-with-data-revised#outcomes,Data Science - Working with Data,Any scientific career requires the ability to work with and prepare data. This data science course shows you how to acquire the information you need for a project and how to recognize the usefulness of different data sets. We examine Python and ‘R’ programming languages in Azure Machine Learning (Azure ML) and take you through the lifecycle of data and machine learning. We blend research methodology and programming to teach you data science.,en,Beginner Level,28192,0,Certificate,Channel 9,93,50
Alison,Programming,https://alison.com/course/web-design-with-html#outcomes,Web Design with HTML,"Websites play an important role in helping us access information on the internet. This short, free online course covers the basic principles and elements of HTML, the most widely used programming language for designing websites. You will learn about using tags and adding elements like tables and media. We’ll also cover using CSS and JavaScript to make a website responsive, so you can be on the way to building your first functional website.",en,Beginner Level,20504,0,Certificate,Sonar Systems,90,43
Alison,Programming,https://alison.com/course/machine-learning-with-artificial-intelligence#outcomes,Machine Learning with Artificial Intelligence,"This free online course will be of great interest to students and individuals who have requisite background knowledge of computer programming and science. The course describes how artificial intelligence is used to tackle complex real world problems like speech recognition and machine translations. By the end of this course, you will be able to use artificial intelligence techniques to solve computational problems using real life scenarios.",en,Advanced Level,18842,0,Certificate,NPTEL,44,32
Alison,Programming,https://alison.com/course/introduction-to-data-analytics-with-python#outcomes,Introduction to Data Analytics with Python,"Python is a great programming language for data analytics. This course introduces you to the basics and fundamentals of data analytics, including core aspects of python programming. The course covers such opportunities that arise by studying data analytics, including the determination of credit risks, and the development of new medicines. By the end of this course, you will have a great understanding of the major types of data analytics.",en,Beginner Level,68932,0,Certificate,NPTEL,173,104
