platform,tag,url,title,summary,language,difficulty,learners_count,price,certificate,authors,rating_loved,rating_liked
Alison,Programming,https://alison.com/course/diploma-in-programming-c-sharp-advanced#outcomes,Diploma in Programming C#: Advanced,"C# is a simple, modern, general-purpose, object-oriented programming language developed by Microsoft within its .NET initiative. This free online course will take you through various advanced concepts related to the C# programming language. Among the many learning outcomes, the course outlines how to work with objects and their various applications, and how to define a method in classes as well as how to implement them.",en,Intermediate Level,5736,0,Diploma,Workforce Academy Partnership,14,8
Alison,Programming,https://alison.com/course/advanced-diploma-in-modern-application-development#outcomes,Advanced Diploma in Modern Application Development,"In this free online course, you will learn key concepts and step by step methods to build an application from scratch in the 2020s. This online diploma course will teach you some important programming languages such as HTML, Java, and MySQL. This course also includes modern, need-to-know details of modern application development including database setup, cookies, encryption as well as protocols that will help you in application development.",en,Advanced Level,10456,0,Diploma,NPTEL,29,11
Alison,Programming,https://alison.com/course/secure-mean-stack-developer#outcomes,Diploma in Secure MEAN Stack Developer,"MEAN stands for MongoDB, Express, Angular and Node, a combination of document database programs and JavaScript software that allows developers to build dynamic websites and applications. Being a MEAN stack developer allows you to use each of these four open-source programs to develop for both the back-end (server side) and front-end (client or user side). MEAN stack developers are sought-after as they have in-demand development and IT skills.",en,Advanced Level,16849,0,Diploma,EC-Council Learning,49,13
Alison,Programming,https://alison.com/course/javascript-version-es6-complete-guide#outcomes,JavaScript Version ES6 – Complete Guide,"In this short course, you will learn everything you need to know about creating dynamic websites using JavaScript ES6. Master setting up a JavaScript project and using advanced frameworks like AJAX. This course teaches you about JavaScript classes, objects, operators, loops, statements, functions and so much more. You will also learn about ES6-specific features like arrows and template literals. Register today and become an expert!",en,Intermediate Level,3366,0,Certificate,Sonar Systems,14,5
Alison,Programming,https://alison.com/course/programming-using-scala-language#outcomes,Programming Using Scala Language,"Scala is a programming language used to build stable static systems and useful apps. It is object-oriented and JVM-based. It can communicate with libraries and run Java programs. It is assumed to be a static type language because the concept of primitive data is absent. Whether you are a seasoned programmer or simply want to grasp some core programming concepts using the Scala programming language, this course is created for you.",en,Beginner Level,511,0,Certificate,Stone River eLearning,3,2
Alison,Programming,https://alison.com/course/android-and-arduino-apps-mit-app-inventor-course#outcomes,Android and Arduino Apps: MIT App Inventor,"App Inventor is a visual block language for programming mobile apps. It eliminates the need to remember and type code and allows you to develop applications for Android phones using a web browser and connected phone or emulator. Using App Inventor is a free, easy, and entertaining way to demonstrate your creativity to others. This free and practical course will discover how to create over eight Android applications to interact with Arduino.",en,Beginner Level,419,0,Certificate,Ashraf Said AlMadhoun,1,1
Alison,Programming,https://alison.com/course/programming-using-python#outcomes,Programming Using Python,"In this coding course, you will learn how to program using the Python language. The course breaks down various features and functionalities applicable in Python and most other programming languages. With the basics being covered first, you will be set with a solid foundation that the course material then builds on, leaving you with a comprehensive understanding of programming, in general, and Python, specifically.",en,Beginner Level,9228,0,Certificate,Sonar Systems,15,8
Alison,Programming,https://alison.com/course/operating-systems-deadlocks-and-threads-revised#outcomes,Operating Systems - Deadlocks and Threads,"In this free online operating systems course you will learn about the four conditions that may cause deadlocks, and more importantly, how to prevent that from happening. Deadlock is a condition in which two or more threads are blocked indefinitely because they are waiting for each other. In this course, you will learn about the Dining Philosophers Scenario, the difference between threads and processes, and how threads are used in paralyzation.",en,Beginner Level,4149,0,Certificate,NPTEL,17,8
Alison,Programming,https://alison.com/course/building-high-accuracy-model-with-core-machine-learning#outcomes,Diploma in Building High Accuracy Model With Core Machine Learning,This free online course will demonstrate how to create a dataset and ML model. It will also show you how to install Python environments and declare python variables. Discover the core concepts of machine learning and how to start building apps that can think. Learn to build the app interface using the interface builder and build high accuracy models with Core ML. Register Now!,en,Advanced Level,4991,0,Diploma,YouAccel Training,22,15
Alison,Programming,https://alison.com/course/how-to-create-dot-matrix-led-displays-with-pic-microcontrollers#outcomes,How to Create Dot Matrix LED Displays with PIC Microcontrollers,"A dot matrix display is an inexpensive electrical digital display that shows information on devices that need a fundamental, low-resolution alphanumeric (or graphic) display, such as watches, calculators, clocks, and many more. This course will cover the dot matrix display's fundamental workings and structure, as well as how to interface it with a PIC microcontroller and create codes that allow it to show characters, numbers, and even phrases.",en,Intermediate Level,275,0,Certificate,Ashraf Said AlMadhoun,2,1
