platform,tag,url,title,summary,language,difficulty,learners_count,price,certificate,authors,rating_loved,rating_liked
Alison,Databases,https://alison.com/course/diploma-in-reception-skills#outcomes,Diploma in Reception Skills,"Do you consider yourself to be productive and organised? Are you good at multitasking, meeting deadlines and working with people? If so, you might make a superb receptionist who assists with key roles and services to ensure smooth running of your organisation’s offices. This administration training course teaches you how to meet your responsibilities as one of many types of receptionist and explains how to improve workplace health and safety.",en,Advanced Level,34343,0,Diploma,CourseFlix,339,165
Alison,Databases,https://alison.com/course/diploma-in-information-technology-management-revised-2017#outcomes,Diploma in Information Technology Management,"This free online course in Information Technology management will introduce you to the core concepts and best practices of the trade. The course will also teach you how to implement and control IT in both small and large organisations. Given the importance of Information Technology management today, people with IT management skills make for highly valuable employees. This course will bring your IT management skills to the next level, for free.",en,Beginner Level,199519,0,Diploma,Global Text Project,1317,402
Alison,Databases,https://alison.com/course/information-management-strategy-and-data-protection#outcomes,Information Management: Strategy and Data Protection,"With the volume of data available at our fingertips, one could wonder why we need to manage information. This course explores the principles of information management used in this organisational activity. We will show you how creators and inventors can protect their hard-earned creative inventions, ideas and work. We explore database management, different management systems, data protection regulation and how computers process data.",en,Intermediate Level,12509,0,Certificate,One Education,110,63
Alison,Databases,https://alison.com/course/an-introduction-to-jira-architecture#outcomes,An Introduction to JIRA Architecture,"This JIRA tutorial explores the fundamental concepts and architecture of JIRA, the leading project management and issue-tracking tool used in software development. We explore JIRA's core components, from databases and workflows to plugins and user interactions, to provide the skills you need to optimise its performance and tailor it to your needs. Sign up to learn how to unleash the full potential of JIRA for seamless project management.",en,Intermediate Level,5572,0,Certificate,Training Facility UK,78,42
Alison,Databases,https://alison.com/course/advanced-diploma-in-geographic-information-systems#outcomes,Advanced Diploma in Geographic Information Systems,"This free online course will help you understand the concept of geographic information systems. You will learn about how to represent data in the real world, and how we can use GIS to achieve this. You will be informed on how data flows, the different databases, models, and the various opportunities available in the GIS field. You will also learn the various analyses that can be done on data collected and the software used in mastering GIS tools.",en,Advanced Level,31501,0,Diploma,NPTEL,191,72
Alison,Databases,https://alison.com/course/advanced-diploma-in-cloud-computing-for-amazon-web-services#outcomes,Advanced Diploma in Cloud Computing for Amazon Web Services,"Master the different services and systems to go beyond theoretical knowledge of cloud computing for Amazon Web Services (AWS) by completing this course. You will be able to implement all the essential components of AWS and demonstrate these sought-after skills to potential employers and clients. Learn how to design cost-effective and efficient systems, and expand your Amazon Web Services knowledge and skills by enrolling today.",en,Intermediate Level,9497,0,Diploma,Juan Galvan,52,21
Alison,Databases,https://alison.com/course/data-documentation-and-record-keeping-for-organisational-excellence#outcomes,Data Documentation and Record Keeping for Organisational Excellence,"Would you like to improve your ability to manage data? This course provides vital insights and valuable skills that aid in unlocking the full potential of organisational data assets. From informed decisions through data-driven processes to navigating complex legal landscapes and enforcing effective security measures, this class equips you with the mastery and expertise needed to excel in data management in today's dynamic business environment.",en,Advanced Level,4148,0,Certificate,Knowledge Gate,51,39
Alison,Databases,https://alison.com/course/microsoft-access-masterclass#outcomes,Microsoft Access Masterclass,"Databases are an important part of the information landscape and this free online Microsoft Access tutorial will show you how to proficiently leverage data with the use of Microsoft Access. You will learn how to design and build tables, forms, reports, controls and queries that work efficiently, access macros and program control structures in Visual Basic for Applications (VBA) as well as fix Excel data import errors.",en,Beginner Level,12207,0,Certificate,Ermin Dedic,49,39
Alison,Databases,https://alison.com/course/databases-dml-statements-and-sql-server-administration-revised#outcomes,Databases - DML Statements and SQL Server Administration,"This free online databases course will teach you about DML Statements and SQL Server Administration. You will learn how to use statements to retrieve, modify, and delete data from a database, perform administrative tasks such as adding security and backing up your database using SQL Server Administration, and add users to a database. You will also look into the different levels of security available with SQL Server Administration, and more.",en,Beginner Level,27099,0,Certificate,Channel 9,111,45
Alison,Databases,https://alison.com/course/advanced-features-of-the-hadoop-ecosystem#outcomes,Advanced Features of the Hadoop Ecosystem,"The Hadoop ecosystem is a vital part of big data analytics. Learn how to use its features and components in this free online course. You will explore Sqoop, Hive databases, the Spark ecosystem, Flume, Apache Pig, Scala and even Cloudera. The material combines theory with practice to provide you with practical knowledge through hands-on activities. Ready to take your knowledge of Hadoop to the next level? Enrol now!",en,Advanced Level,732,0,Certificate,Proton Expert Systems and Solutions,3,1
