platform,tag,url,title,summary,language,difficulty,learners_count,price,certificate,authors,rating_loved,rating_liked
Alison,Programming,https://alison.com/course/javascript-lorem-ipsum-generator-and-content-pagination#outcomes,JavaScript Lorem Ipsum Generator and Content Pagination,"Learn how to use JavaScript to create a Lorem Ipsum generator and build a dual-versioned pagination project with this free online programming course. You will learn numerous JavaScript functions and methods, including math random and query selector. You will also learn to work with arrays, strings, and API endpoint data. The course further covers adding event listeners, setting up HTTP servers, and conducting URL fetch requests.",en,Beginner Level,738,0,Certificate,Laurence Svekis ✔,3,2
Alison,Programming,https://alison.com/course/fundamentals-of-ruby-on-rails-5-development#outcomes,Fundamentals of Ruby on Rails 5 Development,"This course describes the different types of applications that can be developed using Ruby on Rails. You will learn how to deploy a Rails application with open-source tools. You will also see how to implement advanced JavaScript components, such as persistent drag-and-drop functionality and live page updates in a Rails app. By the end of the course, you will be able to build a Ruby on Rails application.",en,Advanced Level,607,0,Certificate,YouAccel Training,2,0
Alison,Programming,https://alison.com/course/fully-dynamic-pacman-game-using-javascript#outcomes,Fully Dynamic Pacman Game using JavaScript,"Explore the diverse world of JavaScript and learn how to create a fully dynamic Pacman game from scratch using JavaScript. This free online JavaScript course will teach you the methods required to dynamically generate the Pacman game boards, dynamically adjust screen sizes to automatically fit the client-screen, along with step-by-step demonstrations on how to apply the various JavaScript Functions, HTML Classes, and CSS Styling Properties.",en,Intermediate Level,1828,0,Certificate,Laurence Svekis ✔,5,5
Alison,Programming,https://alison.com/course/vmware-vsphere-5-network-configuration-storage-and-vm-creation#outcomes,"VMware vSphere 5 - Network Configuration, Storage, and VM Creation","Today, almost every business process is done on a computer and the storage devices attached to these computers are configured in several different ways and made accessible by users. This free online VMWare vSphere 5 - Network Configuration, Storage, and free online VM Creation course focuses on network security, how storage integrates with the Virtual Infrastructure, the many methods of network configuration, and concept of Virtual Machines.",en,Intermediate Level,1934,0,Certificate,Workforce Academy Partnership,7,7
Alison,Programming,https://alison.com/course/diploma-in-programming-using-c-sharp#outcomes,Diploma in Programming Using C#,"The demand for mobile and web applications is significantly more than its supply. Mobile and web apps are expected to generate over $613 billion in revenue by 2025. Programming is at the heart of all online and offline and web applications. With this step-by-step comprehensive diploma course, you can join this thriving sector by learning to code and program in C#, the all-powerful language used to develop mobile, web and desktop apps.",en,Advanced Level,4696,0,Diploma,Stone River eLearning,13,10
Alison,Programming,https://alison.com/course/diploma-in-firestore-development#outcomes,Diploma in Firestore Development,"This free online Firestone development diploma course will teach you about how you can enhance your development abilities with Firestore. You will learn how to create and save data to your Firestore database as well as create and customise stylish interactive features such as text fields, buttons, and menu options. You will also cover topics such as Creating User VC, Setting Up User ID, Logging In and Out, and more!",en,Beginner Level,5063,0,Diploma,Devslopes,4,2
Alison,Programming,https://alison.com/course/master-the-pic-microcontroller-and-watchdog-timers#outcomes,Master the PIC Microcontroller and Watchdog Timers,"This free online course on how to Master the PIC Microcontroller and Watchdog Timers highlights how to utilize registry guidance to manage time. You will learn about various timers, their respective functions and features and how to select the most suitable one for your projects. If you are curious about PIC Microcontroller time registers and their vast applications, then this PIC Microcontroller tutorial is the perfect place to start.",en,Beginner Level,1046,0,Certificate,Ashraf Said AlMadhoun,4,4
Alison,Programming,https://alison.com/course/introduction-to-bots-revised#outcomes,Beginner Bots,"This free online Introduction to Bots course will teach you how you can use bots to enhance your websites and apps, and why they are important in automating online messaging and conversations. Bots are autonomous programs on a network or the internet which interact with web sites, users, system and more. They are used for a variety of purposes from testing to making corrections to your web pages. Make use of them today with this free course.",en,Beginner Level,10664,0,Certificate,Channel 9,25,11
Alison,Programming,https://alison.com/course/jquery-web-development-and-programming#outcomes,jQuery Web Development and Programming,"This course will teach you all you need to create dynamic and functional websites using jQuery, the light, fast and feature-rich JavaScript library. This course will cover the basics of jQuery web design, such as selecting elements and recording events, as well as the more advanced features like proxy functions and extending functions using jQuery. In addition, discover how to create elements, effects and animations and use utility functions.",en,Intermediate Level,1873,0,Certificate,Sonar Systems,7,3
Alison,Programming,https://alison.com/course/rabbitmq-multicast-communication-using-java-and-spring#outcomes,RabbitMQ: Multicast Communication using Java and Spring,"Cloud computing has become popular because it reduces expenses and tangible assets. Additionally, specific skills are needed to become a professional. This course will help you grasp the basics of messaging queueing by utilising Java coding for refined configuration in an asynchronous communication environment. Learn what RabbitMQ can accomplish for cloud architects by mastering asynchronous communication by joining today.",en,Advanced Level,1016,0,Certificate,Niyazi Erdogan,2,2
