platform,tag,url,title,summary,language,difficulty,learners_count,price,certificate,authors,rating,reviews_count
Stepik,Databases,https://stepik.org/course/171826/,Тестирование ПО с нуля. Теория + Практика. Уровень BASIC,"""Тестирование ПО с нуля. Теория + Практика"": станьте тестировщиком с нуля! 🏆Победитель Stepik Awards 2025 в номинации ""Прорыв года""🏆 Этот курс подойдет начинающим и тем, кто хочет освежить знания. Узнайте, как стать тестировщиком через видео, тексты, тесты и задания. Вас ждет поддержка сообщества в ТГ и сертификат от Stepik в конце обучения. Причины заниженного рейтинга объясняются в первом уроке. Автор: Артем Русов",ru,easy,95263,-,Certificate,Artsiom Rusau,4.167450812660394,4676
Stepik,Databases,https://stepik.org/course/116336/,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева","Начните увлекательное путешествие в мир объектно-ориентированного программирования (ООП) на языке Python! Здесь вы сможете с нуля, с самого начала постичь магию объектно-ориентированного программирования. Увидите, как концепция классов и объектов позволяет заметно упрощать структуру программ, делать их более модульными и легко расширяемыми. Не удивительно, что сейчас каждый начинающий программист должен знать ООП для успешной карьеры в IT.",ru,normal,16065,3500 ₽,Certificate,Сергей Балакирев,4.900763358778626,655
Stepik,Databases,https://stepik.org/course/114354/,ООП: Объектно-ориентированное программирование на Python,"Курс позволит изучить тему ООП и повысить свой уровень владения Python

Данный курс является логическим продолжением моего курса, посвященному основам программирования на Python

Без знания основ Python данный курс будет сложен для усвоения.",ru,normal,5138,2490 ₽,Certificate,Артем Егоров,4.862264150943396,530
Stepik,Databases,https://stepik.org/course/63085/,Инди-курс программирования на Python,"Инди-курс программирования на Python — проверенный временем пошаговый курс для тех, кто хочет освоить разработку с нуля. Уже более 5 лет курс помогает ученикам легко и эффективно изучать python. Мы научим вас создавать свои первые программы, работать с числами, строками, списками и основными структурами данных. Курс охватывает ключевые концепции программирования, такие как циклы, функции, обработка исключений и многое другое, чтобы вы уверенно начали свой путь в мире python.",ru,easy,214677,-,Certificate,Артем Егоров,4.886831275720165,2430
Stepik,Databases,https://stepik.org/course/263247/,Программа: Разработчик C++ [ +Git +Linux +SQL ],"C++, Linux, Git, SQL — освойте ключевые технологии разработчика. Научитесь писать код, разрабатывать проекты, управлять базами данных и автоматизировать задачи в командной строке.",ru,,30,2990 ₽,Certificate,Артём Бородин;Pragmatic Programmer,0.0,0
Stepik,Databases,https://stepik.org/course/258802/,Профессия: Web-верстальщик [ верстка + Git + GitHub ],"Современная вёрстка на JSX, SCSS, JavaScript и Git. Создавайте сложные проекты с нуля и работайте в команде с системой контроля версий.",ru,easy,107,2998 ₽,Certificate,Pragmatic Programmer;Александр Ламков,5.0,1
Stepik,Databases,https://stepik.org/course/256433/,Программа: 1С-разработчик + SQL + Git,"Освой профессионально не только все инструменты 1С-разработчика, но и сопутствующие технологии: базы данных (SQL), контроль версий кода (Git)!",ru,,20,8400 ₽,Certificate,Pragmatic Programmer;Василий Еремин,0.0,0
Stepik,Databases,https://stepik.org/course/256007/,Курс SQL часть 1. Основы и работа с данными,"Хотите научиться работать с базами данных с нуля? Этот курс — ваш первый и самый важный шаг в мир SQL. Мы простым языком объясним, как устроены данные, и научим вас писать запросы для их извлечения, фильтрации и изменения. Вы освоите SELECT, WHERE, INSERT, UPDATE, DELETE и научитесь создавать свои таблицы. Никакой воды — только необходимые знания и много практики для старта карьеры в IT и аналитике.",ru,easy,720,-,,Александр Заплавный,4.972972972972973,37
Stepik,Databases,https://stepik.org/course/247486/,Твой JavaScript PRO,"Вторая часть нашего уникального курса по JavaScript! Этот курс — твой ключ к мастерству в одном из самых востребованных языков программирования. Глубокое понимание всех аспектов JavaScript, без лишней воды и сложных терминов - это то что нужно. Задачи, тесты, простые и увлекательные объяснения помогут в эффективном  и интересном обучении.
Присоединяйся к сообществу JS-разработчиков и открой для себя мир возможностей.
Начни изучать JavaScript сегодня — это твой верный шаг к успешной карьере в IT!",ru,normal,344,3500 ₽,Certificate,Павел Тарасов,5.0,3
Stepik,Databases,https://stepik.org/course/245575/,Тестирование ПО с нуля. Теория + практика. Уровень PRO,"""Тестирование ПО с нуля. Теория + Практика. Уровень PRO"". БЕСТСЕЛЛЕР UDEMY С ОЦЕНКОЙ 4.8 ИЗ 5 ТЕПЕРЬ НА STEPIK! 🏆Победитель Stepik Awards 2025 в номинации ""Прорыв года""🏆 Практическое обучение на реальном приложении с БД, API, макетами и требованиями! Только новые видео, 2× больше уникальных тестов, примеры решений и автор, который не оставит ваш вопрос без внимания. Отлично подходит для старта и роста в QA. Сертификат Stepik и поддержка в Telegram включены. Автор: Артем Русов",ru,easy,1631,5900 ₽,Certificate,Artsiom Rusau,4.541666666666667,24
Stepik,Databases,https://stepik.org/course/238825/,"Django 5 с нуля. Создадим Магазин, Заметки, Недвижимость.","Освой Django 5 на практике: 1001 задача, реальные примеры. Никакой воды - только то, что делает тебя разработчиком. Шаг за шагом ты научишься строить проекты от моделей и админки до фильтрации, API и чатов. Создадим такие веб-сайты как Интернет-магазин с личным банком, Заметки, Площадка для торговли недвижимостью. ",ru,easy,329,1490 ₽,Certificate,Руслан Исроилов,5.0,2
Stepik,Databases,https://stepik.org/course/230401/,"Сохрани меня, если сможешь: модули и файлы в Python","🚀 «Модули и файлы в Python: легко и понятно» — следующий шаг после освоения основ, который научит вас работать с файлами, модулями и структурой проектов на Python!

📂 Вы узнаете, как сохранять и читать данные, разбивать код на удобные части, использовать сторонние библиотеки, управлять зависимостями и работать с виртуальным окружением.

💡 Курс идеально подходит для выпускников «Функционального программирования на Python» и всех, кто хочет перейти от простых скриптов к созданию настоящих Python-проектов!",ru,normal,3415,-,Certificate,Артем Егоров,5.0,28
Stepik,Databases,https://stepik.org/course/229484/,"Этический хакинг — уязвимости, взлом, защита (CyberSecurity)","Курс «Этический хакинг — уязвимости, взлом, защита»

Научитесь находить уязвимости и защищать системы легально и профессионально — даже если вы никогда не это не изучали.

Мечтаете стать востребованным специалистом в кибербезопасности, но вас пугают сложности? Наш комплексный курс по этичному хакингу — это ваш структурированный путь от полного новичка до специалиста, способного проводить пентесты и находить уязвимости в реальных системах. Мы разберем весь процесс на практике и теории.",ru,easy,583,900 ₽,Certificate,fadik22 official,4.857142857142857,7
Stepik,Databases,https://stepik.org/course/212525/,Go для чайников!,Курс создавался для людей которые только начинают свой путь покорения мира IT и выбрали язык Go своим первым языком программирования!,ru,easy,3001,-,Certificate,Illia Borshch,4.894736842105263,38
Stepik,Databases,https://stepik.org/course/212436/,SQL практикум. SELECT-запросы,"Учимся писать SELECT запросы к базе данных: фильтрации, группировки, сортировки, агрегирующие функции, условия и ветвления...",ru,easy,3103,-,Certificate,Pragmatic Programmer,4.979166666666667,96
Stepik,Databases,https://stepik.org/course/212435/,SQL практикум. Основы,Спроектируем базу данных популярного мессенджера и научимся писать SELECT-запросы к ней.,ru,easy,7146,-,Certificate,Pragmatic Programmer,4.948717948717949,156
Stepik,Databases,https://stepik.org/course/189436/,Асинхронность в Python: от новичка до эксперта,"Курс для тех, кто хочет не просто «пользоваться», а «понимать»! Глубокое погружение в асинхронное программирование на Python через практику: от основ до профессионального уровня, от простых задач к сложным сценариям.
🏆 От лауреата Stepik Awards.",ru,normal,610,3700 ₽,Certificate,Александр Шибаев,5.0,16
Stepik,Databases,https://stepik.org/course/174634/,Django 5 для начинающих,"Этот курс проведет вас через весь процесс разработки профессиональных веб-приложений с помощью Django и Django REST Framework. Все лекции посвящены объяснению механизмов работы веб-фреймворка Django путем написания нескольких проектов на Python с нуля и последующим их деплоем на сервер. В курсе 161 интерактивная задача для закрепления и проверки знаний. Внимание, данный курс не содержит ни минуты видео!",ru,normal,2054,1999 ₽,Certificate,Илья Перминов,4.961783439490445,157
Stepik,Databases,https://stepik.org/course/128816/,Introductory Econometrics: a Practical Approach,"Курс «Введение в эконометрику: практический подход» даст вам хорошую основу для начала карьеры исследователя или аналитика данных, он необходим для понимания более сложных эконометрических методов и других инструментов, используемых в науке о данных.",en,easy,2089,-,Certificate,RUDN University;Balashova Svetlana,4.91764705882353,170
Stepik,Databases,https://stepik.org/course/120924/,Телеграм-боты на Python и AIOgram. Введение в профессию,"Курс ""Телеграм-боты на Python и AIOgram"" знакомит интересующихся с тем, как разрабатывать telegram-ботов на языке Python с использованием асинхронной библиотеки AIOgram. В курсе рассмотрена актуальная 3-я версия библиотеки. 

Помимо рассмотрения Telegram Bot API и библиотеки aiogram, в курсе много полезной информации о том, как вообще вести проекты на Python, начиная от работы с git'ом и виртуальным окружением и продолжая настройкой логирования и развертыванием проекта на удаленном сервере для работы 24/7.",ru,normal,57214,-,,Михаил Крыжановский,4.875,168
Stepik,Databases,https://stepik.org/course/118842/,"Вселенная тестирования, или Как стать тестировщиком","Главная цель курса — помочь начинающим тестировщикам освоить базовые знания о профессии и найти первую работу в тестировании. Курс включает в себя лекции, а также практику в виде тестовых заданий.

Ну, что — вперед, и да пребудет с вами тестирование!",ru,easy,59356,-,Certificate,Кавычки,4.841095890410959,2190
Stepik,Databases,https://stepik.org/course/113918/,"""Поколение Python"": базы данных и SQL","Курс продолжает серию ""Поколение Python"" и рассказывает о языке структурированных запросов SQL, который используется при работе с реляционными базами данных",ru,normal,4054,7900 ₽,Certificate,Тимур 🐍 Гуев;Поколение Python,4.981958762886598,388
Stepik,Databases,https://stepik.org/course/99188/,Kubernetes для пользователей,"БЕСПЛАТНЫЙ курс про Kubernetes. Вы научитесь пользоваться Kubernetes: запускать и настраивать в нем приложения. Если Вы администратор, разработчик или QA, обязательно пройдите курс.",ru,easy,23275,-,Certificate,Kazbek Tokaev;Михаил Тихонов;ШКИПЕР ТЕХ,4.755844155844156,385
Stepik,Databases,https://stepik.org/course/67/,Программирование на Python,"Курс посвящен базовым понятиям и элементам языка программирования Python (операторы, числовые и строковые переменные, списки, условия и циклы). Курс является вводным и наиболее подойдет слушателям, не имеющим опыта написания программ ни на одном из языков программирования.",ru,,799137,-,Certificate,Bioinformatics Institute,4.678748097412481,10512
Stepik,Databases,https://stepik.org/course/263165/,FastAPI для начинающих,"Практический курс по созданию веб-сервисов (REST API) на Python. Вы пройдете путь от «Hello World» до бэкенда с базой данных и архитектурой. Познакомимся FastAPI, Pydantic V2 и SQLAlchemy 2.0.",ru,normal,385,-,,Александр Заплавный,5.0,2
Stepik,Databases,https://stepik.org/course/262455/,Инструменты тестировщика [ Postman + SQL + Git + Linux ],"Инструменты тестировщика: освойте Postman для тестирования API, Linux для работы с серверами, Git для контроля версий и SQL для проверки данных. То, что нужно для старта в QA.",ru,,13,2990 ₽,Certificate,Давид Согоян;Pragmatic Programmer,0.0,0
Stepik,Databases,https://stepik.org/course/259625/,Pytest для Python-разработчиков: Уверенное тестирование,"Практический текстовый курс по Pytest — самому популярному фреймворку для тестирования на Python. Перестаньте бояться вносить изменения в код! Научитесь писать надежные автоматические тесты и обретите уверенность в качестве ваших приложений. Мы пройдем путь от первого assert до профессиональных техник: фикстур, мокирования, параметризации и настройки проекта.",ru,normal,523,-,,Александр Заплавный,5.0,5
Stepik,Databases,https://stepik.org/course/256064/,CI/CD простым языком,"Изучите CI/CD — ключевую практику не только в DevOps направлении, но и вообще во всей современной разработке.",ru,easy,2498,-,,Матвей Чудневцев;Михаил Новичихин,4.761904761904762,21
Stepik,Databases,https://stepik.org/course/250124/,Тестирование ПО с нуля. Симулятор собеседования тестировщика,"Используйте промокод DECEMBER. 🏆Победитель Stepik Awards 2025 в номинации ""Прорыв года""🏆 Симулятор собеседования тестировщика подготовит вас к прохождению реального собеседования, даже если вы изучали тестирование с самого нуля, или уже работаете в сфере, но хотите обновить свои знания перед выходом на рынок. Курс состоит из коротких видео, конспектов, рекомендаций автора, а также специального бота в телеграм. Автор: Артем Русов",ru,easy,778,1690 ₽,Certificate,Artsiom Rusau,4.0,6
Stepik,Databases,https://stepik.org/course/248702/,ClickHouse с нуля,"Хотите освоить самую быструю аналитическую СУБД, но не знаете, с чего начать? Этот курс — ваш самый короткий путь к пониманию ClickHouse. Никакой «воды» — только концентрированные теоретические знания, которые лежат в основе повседневной работы. На курсе вы получите прочную базу: разберетесь в архитектуре, ключевых концепциях и возможностях системы.",ru,easy,984,-,,Иван Натаров,5.0,12
Stepik,Databases,https://stepik.org/course/240284/,С нуля до Junior Manual QA инженера ,"Кратко и по делу.

Это расширенная версия курса включающая в себя дополнительные модули Docker и Linux

Тебе сюда если: 
- Хочешь начать карьеру инженера по качеству
- ""утомило"" смотреть огромные вебинары
- надоело ""плавать"" в бесконечном потоке информации, где никто ничего не объясняет.

Курс плотный, сжатый. НО это только первая ступень, что бы начать свою карьеру, после него можно выходить на рынок - у вас будут все необходимые знания.
После курса ты сможешь претендовать на ЗП от 80к даже без опыта",ru,easy,4298,-,,Сергей Яушев,4.903225806451613,31
Stepik,Databases,https://stepik.org/course/232639/,Современная Android-разработка: базовый курс (2025),"Научитесь создавать быстрые, стабильные и удобные приложения на современном стеке, рекомендованном Google в 2025 году. Курс подойдёт новичкам и тем, кто хочет перейти на актуальные инструменты и подходы.",ru,,567,8990 ₽,Certificate,Андрей Сумин,5.0,5
Stepik,Databases,https://stepik.org/course/209775/,SQL Engineer с нуля до junior,"SQL – это актуальное и перспективное направление, которое развивается благодаря слаженной работе различных специалистов в области данных. На курсе вы сможете получить знания, которые позволят вам стать экспертом в работе с базами данных и SQL. По окончании курса вам будет предложено выполнить финальное задание на выбор, которое станет частью вашего портфолио и продемонстрирует все знания, полученные в ходе обучения. На протяжении всего курса вам будет доступен чат в Telegram для общения и поддержки.",ru,easy,857,3000 ₽,Certificate,NovaData.,5.0,5
Stepik,Databases,https://stepik.org/course/204081/,SQL практикум для начинающих и продолжающих (часть 1),Спроектируем базу данных популярного мессенджера и научимся писать все виды запросов к ней.,ru,easy,2687,2200 ₽,Certificate,Pragmatic Programmer,4.988636363636363,88
Stepik,Databases,https://stepik.org/course/203660/,Специалист по противодействию кибератакам,"Представляем вашему вниманию новый практический курс, подготовленный CyberEd для начинающих специалистов по информационной безопасности «Специалист по противодействию кибератакам».
Этот курс о том, с чего начинается информационная безопасность, как начать выстраивать эффективную защиту и о том, как порой возможно довольно простыми действиями противостоять злоумышленникам в режиме реального времени.",ru,easy,11918,-,Certificate,Образовательный центр [CyberEd],4.660714285714286,56
Stepik,Databases,https://stepik.org/course/185696/,SQL: от новичка до уверенного бизнес-пользователя,"Курс об искусстве формирования SQL-запросов к реляционным базам данных. Он позволяет макс. быстро ознакомиться с основными концептами реляционных баз данных и изучения языка запросов SQL. Курс спроектирован так, чтобы в самый короткий строк и без излишеств сделать из новичка уверенного бизнес-пользователя SQL (причем не просто умеющего написать скрипт, а ПОНИМАЮЩЕГО что он пишет, почему и зачем  - т.е., ""в курсе происходящего"").",ru,easy,455,1490 ₽,Certificate,Никита Сергеев,5.0,25
Stepik,Databases,https://stepik.org/course/179694/,Быстрый старт в FastAPI Python,"FastAPI - это современный, высокопроизводительный веб-фреймворк для создания API-интерфейсов на Python. В этом курсе вы узнаете, как использовать мощные функции FastAPI для создания надежных, масштабируемых и эффективных веб-приложений. Курс предназначен для быстрого старта в работе с FastAPI и не претендует на всеобъемлемость.",ru,hard,23480,-,Certificate,Сергей Васильев,4.789189189189189,185
Stepik,Databases,https://stepik.org/course/177355/,Продвинутый Django 5 для продолжающих,"В этом курсе углублённо рассматриваются вопросы разработки веб-приложений Django, подробно разберем ORM Django, с индексами базы данных PostgreSQL. Разработаем приложение через тестирование, создадим CRUD проект с HTMX, Веб-Чат с использованием Сhannels и WebSocket и познакомимся с Celery и Redis. Рассмотрим вопросы интернационализации и локализации. Изучим кэш в Django. Разберем Docker Compose и выполним деплой проекта.",ru,normal,1358,2499 ₽,Certificate,Илья Перминов,4.9375,48
Stepik,Databases,https://stepik.org/course/176504/,Проектирование архитектуры и интеграций сервисов (с проверкой),"Вы отработаете на практике проектирование архитектуры веб-сервиса и интеграций с нуля. Соберёте требования (ФТ и НФТ), решите архитектурные вопросы (стиль, база данных, масштабирование), настроите межсервисные взаимодействия API (от gRPC и REST, до WS и Webhook) или брокеры сообщений (Kafka / MQ), задокументируете их в Swagger и опишите инфраструктуру вашего проекта. Поддержка преподавателя и задачи с проверкой.",ru,easy,392,25000 ₽,Certificate,Глеб Учитель,5.0,5
Stepik,Databases,https://stepik.org/course/146168/,Цифровая гигиена,"Не знаете как обезопасить себя в сети?
Вы думаете вас никогда не взломают?
Не знаете как попадают вирусы на устройства?
Считаете, что на IOS не существует вирусов?
Тогда этот курс для вас!",ru,easy,14220,-,Certificate,Дальневосточный федеральный университет,4.775175644028103,854
Stepik,Databases,https://stepik.org/course/137235/,Профессия Data Engineer с нуля до junior,"Курс для погружения в IT направление ""Большие данные"". Большие данные - это актуальное и перспективное направление, которое развивается за счет слаженной работы нескольких профессий. На курсе Вы сможете получить знания, которые позволят Вам стать разработчиком больших данных. По окончании курса Вам будет предложено решить финальное задание на выбор, которое пойдет в Ваше портфолио и отразит все знания, полученные на курсе. На протяжении всего курса Вам будет доступен чат в тг.",ru,easy,3026,4750 ₽,Certificate,NovaData.,4.911764705882353,34
Stepik,Databases,https://stepik.org/course/120014/,Основы Pandas для начинающих,"Интересные видеоуроки по Numpy и Pandas для начинающих. Большое количество тестов и задачек для закрепления материала. Рассматриваем много реальных кейсов, которые могут встретиться на практике и в дальнейшем обучении. Заложим прочный фундамент, который станет основой в вашем карьерном росте!",ru,easy,2939,1990 ₽,Certificate,Роман Медведев,4.632432432432433,185
Stepik,Databases,https://stepik.org/course/96832/,Thank Go! Golang на практике,"Осваиваем Golang на практических задачах. Для опытных разработчиков, которые хотят быстро начать применять Go в работе.",ru,normal,6944,3000 ₽,Certificate,Антон Жиянов,4.9411764705882355,170
Stepik,Databases,https://stepik.org/course/3356/,Практикум по математике и Python,Практикум для начинающих осваивать Python с наборами дополнительных задач и материалов для углублённого и более детального изучения программирования и математики. Подходит для отработки навыков при обучении анализу данных.,ru,normal,67142,-,Certificate,Алексей Задойный,4.828402366863905,169
Stepik,Databases,https://stepik.org/course/250558/,Backend разработка на PHP,"Курс по PHP backend-разработке с поддержкой кураторов и проверкой домашних заданий. Вы изучите язык PHP, работу с базами данных, настройку серверов и окружения проекта. В процессе обучения создадите свой первый полноценный проект, закрепив полученные знания на практике.",ru,easy,119,100 ₽,,Дарма,5.0,1
Stepik,Databases,https://stepik.org/course/242935/,Нагрузочное тестирование на Python. Расширенный,"Практический курс по нагрузочному тестированию с личной проверкой заданий и поддержкой преподавателя. Вы освоите Locust, Kafka, gRPC, HTTP, HTTPX, Pydantic, FastAPI, Docker, Grafana, Postgres, Redis, S3, AI Review, GitLab CI и Postman. Научитесь строить фреймворк для нагрузочного тестирования, работать с сидингом, моками, CI/CD, анализировать метрики, применять лучшие практики и работать с реальными сценариями. Курс погружает в профессию QA Performance Engineer.",ru,easy,153,14990 ₽,Certificate,Никита Филонов,5.0,7
Stepik,Databases,https://stepik.org/course/241993/,SQL Skill. Оконные функции и продуктовая аналитика,"50% СКИДКА ПО ПРОМОКОДУ SKILLSQL50 
Прокачайте SQL до продвинутого уровня. Подзапросы, CTE, оконные функции, Retention, LTV, ROI, когортный и RFM-анализ - всё на реальных кейсах. В курсе
120 практических заданий, чтобы вы начали уверенно применять SQL в работе. ",ru,normal,71,2990 ₽,Certificate,Николай Ефимов,4.666666666666667,3
Stepik,Databases,https://stepik.org/course/236054/,Основы Go,"Go — язык от Google для быстрого, простого и надежного кода. Освойте основы, структуры, интерфейсы и конкурентность на практике по книге «Основы Go». Начните писать программы, которые работают везде и всегда!",ru,easy,110,2499 ₽,Certificate,Станислав Чернышев,0.0,0
Stepik,Databases,https://stepik.org/course/212437/,SQL практикум. Продвинутые фичи,"Продолжим развивать БД популярного мессенджера. Обсудим более сложные вопросы: транзакции, представления, процедуры и много всего другого",ru,normal,3858,-,,Pragmatic Programmer,5.0,47
Stepik,Databases,https://stepik.org/course/210361/,Твой JavaScript,"Первая часть самого полного курса по языку JavaScript. Все, что нужно для начала работы с языком JavaScript - легко, понятно и без воды. Освоишь и ты, даже если никогда раньше не программировал. Простые объяснения, не дадут заскучать. Присоединяйся к сообществу JS-разработчиков!
Изучать JavaScript сейчас - это лучшее решение.",ru,easy,14098,-,Certificate,Павел Тарасов,4.973584905660378,265
Stepik,Databases,https://stepik.org/course/206995/,SQL практикум. Продвинутый уровень (часть 3),"Продолжим развивать БД популярного мессенджера. Обсудим более сложные вопросы: транзакции, представления, процедуры, оптимизацию, права доступа и много всего другого",ru,normal,2028,1250 ₽,Certificate,Pragmatic Programmer,5.0,31
Stepik,Databases,https://stepik.org/course/201649/,C# Тренажер,"Курс включает в себя множество практических задач по программированию на языке C#, которые способствуют повышению вашего уровня навыков в этой области. В ходе обучения вы столкнетесь с разнообразными заданиями, включая как классические, так и те, которые часто встречаются на собеседованиях в ведущих компаниях, таких как Microsoft, EA, Intel, Amazon, Uber и Unity. Это обеспечит разностороннее развитие ваших навыков работы с переменными, типами данных, операторами, циклами, функциями и алгоритмами.",ru,normal,11938,-,,IT Guru,5.0,8
Stepik,Databases,https://stepik.org/course/198952/,Тестирование на практике - Командная строка Linux,"Здесь я изучу основные самые популярные команды в командной строке linux. Рассмотрены команды: cd, pwd, ls, mkdir, touch, cat, more, less, head, tail, rmdir, rm, cp, mv, tar, gzip, bzip2, cpio, echo, nano, grep, locate, ping, whois, dig, wget, date, cal, uptime, w, whoami,  finger, uname, man, df, du, free, whereis, which, ps, top, kill, killall, bg, fg, ssh, scp, ssh-keygen.  Более 130 практических задач по 30 темам.",ru,easy,2551,-,,Камиль Сабуев;Владимир Халяпин,4.571428571428571,7
