platform,tag,url,title,summary,language,difficulty,learners_count,price,certificate,authors,rating,reviews_count
Stepik,Веб-разработка,https://stepik.org/course/63085/,Инди-курс программирования на Python,"Инди-курс программирования на Python — проверенный временем пошаговый курс для тех, кто хочет освоить разработку с нуля. Уже более 5 лет курс помогает ученикам легко и эффективно изучать python. Мы научим вас создавать свои первые программы, работать с числами, строками, списками и основными структурами данных. Курс охватывает ключевые концепции программирования, такие как циклы, функции, обработка исключений и многое другое, чтобы вы уверенно начали свой путь в мире python.",ru,easy,214677,-,Certificate,Артем Егоров,4.886831275720165,2430
Stepik,Веб-разработка,https://stepik.org/course/58852/,"""Поколение Python"": курс для начинающих","​В курсе рассказывается об основных типах данных, конструкциях и принципах структурного программирования языка Python. Курс содержит теорию в формате текстовых конспектов и более 500 задач с автоматизированной проверкой. Этот курс является первой частью линейки курсов ""Поколение Python"".",ru,easy,1447481,-,Certificate,"Тимур 🐍 Гуев;Благотворительный фонд ""Айкью Опшн"";Поколение Python",4.965998836145981,24058
Stepik,Веб-разработка,https://stepik.org/course/53429/,Личностное развитие,"Курс  будет полезен для всех, кто  хочет развить свою личность с точки зрения роста.  Мы поможем построить индивидуальную программу профессионально-личностного роста и саморазвития.",ru,,80436,-,,КНИТУ-КАИ им. А. Н. Туполева,4.917197452229299,1570
Stepik,Веб-разработка,https://stepik.org/course/38218/,Веб-разработка для начинающих: HTML и CSS,"Курс по основам веб-разработки. Узнаем, как работает интернет, научимся создавать веб-страницы с помощью HTML и CSS и деплоить их в интернет. Содержит домашние задания: мини-проекты для самостоятельного выполнения и проверки.",ru,easy,278467,-,Certificate,ITC (vk.com/itc.digital),4.635907093534212,4779
Stepik,Веб-разработка,https://stepik.org/course/67/,Программирование на Python,"Курс посвящен базовым понятиям и элементам языка программирования Python (операторы, числовые и строковые переменные, списки, условия и циклы). Курс является вводным и наиболее подойдет слушателям, не имеющим опыта написания программ ни на одном из языков программирования.",ru,,799137,-,Certificate,Bioinformatics Institute,4.678748097412481,10512
Stepik,Веб-разработка,https://stepik.org/course/253174/,Знакомство с Docker,"Познакомьтесь с Docker'ом с нуля: контейнеры, образы, Dockerfile и Docker Compose. Научитесь упаковывать приложения за пару часов.",ru,easy,3311,-,Certificate,Pragmatic Programmer,4.977653631284916,179
Stepik,Веб-разработка,https://stepik.org/course/249605/,Мини-курс по Agno: создай личного ИИ-агента на Python,"Курс последовательно раскрывает секреты создания ИИ-агентов на Python.

Без сложного кода - только понятная теория, живая практика и реальные примеры.
Шаг за шагом ты соберёшь умного AI помощника, который умеет помнить, рассуждать и взаимодействовать с внешним миром.

Курс подходит даже новичкам в программировании.",ru,easy,1085,-,,Максим Рагалевич,4.956521739130435,23
Stepik,Веб-разработка,https://stepik.org/course/238825/,"Django 5 с нуля. Создадим Магазин, Заметки, Недвижимость.","Освой Django 5 на практике: 1001 задача, реальные примеры. Никакой воды - только то, что делает тебя разработчиком. Шаг за шагом ты научишься строить проекты от моделей и админки до фильтрации, API и чатов. Создадим такие веб-сайты как Интернет-магазин с личным банком, Заметки, Площадка для торговли недвижимостью. ",ru,easy,329,1490 ₽,Certificate,Руслан Исроилов,5.0,2
Stepik,Веб-разработка,https://stepik.org/course/227627/,Лучший по Python. Часть 3,"Продолжение легендарной 1 части!

Курс уникален по 5 причинам: 
1. Захватывающий сюжет.
2. Всё обучение — в форме диалога!
3. Все задачи взяты из реальной жизни!
4. В курсе нет сложной математики и непонятной теории!
5. Такого или похожего курса не существует :)",ru,normal,971,2100 ₽,Certificate,Иван Стародубцев;Ksenia Pylkina,4.984126984126984,126
Stepik,Веб-разработка,https://stepik.org/course/223120/,PROкод: курс по Python для начинающих,"""PROкод: курс по Python для начинающих"" это идеальный старт в программировании! 🚀  
Освойте Python с нуля через 500+ практических задач, многие из которых оформлены как истории. Вы изучите переменные, списки, циклы, условные операторы и другие ключевые концепции.  

🔹 Подходит для новичков без опыта.  
🔹 Развивает логическое мышление.  
🔹 Простые объяснения + практика.  

Начните обучение уже сегодня и сделайте первый шаг в IT! 🔥",ru,easy,2429,-,Certificate,Александр Владимиров,4.980392156862745,51
Stepik,Веб-разработка,https://stepik.org/course/222232/,ИИ агенты и автоматизация с n8n: от рутины до AI контент-завода,"🏆 Курс от лауреатов премии Stepik Awards 2024 в номинации ""Лучший курс года"". Вы научитесь использовать платформу n8n для быстрой автоматизации рутинных задач. Интегрировать AI и LLM-модели в рабочие процессы. Автоматизируете обработку документов и собственных данных, создание контента. Научитесь разрабатывать AI агентов, чат-ботов без кода и реализуете 5 проектов. Получите твердую базу для выполнения коммерческих заказов. Автоматизация с n8n - это тренд 2025 года!",ru,easy,952,14900 ₽,Certificate,Алерон 🍕 Миленькин;Стас ⚡️ Гасиловский,5.0,53
Stepik,Веб-разработка,https://stepik.org/course/208758/,Кайдзен разработка,"На примере создания сайтов я продемонстрирую вам работу метода Кайдзен. Даже если вам не интересны программирование и создание сайтов постарайтесь изучить этот материал, дайте ему шанс и вы поверите в свои силы. Далее вы сможете применять этот подход в любой сфере, достигать целей и необходимых вам результатов.",ru,easy,2639,-,Certificate,Исмаил Усеинов,4.875,40
Stepik,Веб-разработка,https://stepik.org/course/195449/,Rust 🦀: Начальный уровень,"Rust начинает набирать популярность благодаря своей высокой производительности и безопасности. Этот инновационный язык всё чаще выбирают в новых проектах взамен привычным языкам системного уровня. Вскоре, может, и не только системного. А некоторые компании и вовсе переписывают свои продукты на Rust.",ru,easy,6974,-,,Руслан Чаниев;Солтан Тепсикоев,4.815789473684211,38
Stepik,Веб-разработка,https://stepik.org/course/183363/,"Добрый, добрый Django + Docker с Сергеем Балакиревым",Этот курс позволит вам сделать первые шаги в изучении современного и популярного фреймворка Django для разработки серверной части сайта (бэкенда) на языке Python. Здесь вы шаг за шагом изучите основные компоненты фреймворка и создадите свой собственный полноценный и профессиональный сайт.,ru,easy,3695,2500 ₽,Certificate,Сергей Балакирев,4.91919191919192,198
Stepik,Веб-разработка,https://stepik.org/course/174634/,Django 5 для начинающих,"Этот курс проведет вас через весь процесс разработки профессиональных веб-приложений с помощью Django и Django REST Framework. Все лекции посвящены объяснению механизмов работы веб-фреймворка Django путем написания нескольких проектов на Python с нуля и последующим их деплоем на сервер. В курсе 161 интерактивная задача для закрепления и проверки знаний. Внимание, данный курс не содержит ни минуты видео!",ru,normal,2054,1999 ₽,Certificate,Илья Перминов,4.961783439490445,157
Stepik,Веб-разработка,https://stepik.org/course/134850/,Самый полный курс по JavaScript для начинающих программистов,"🏅 Признан одним из лучших курсов 2023 года и неизменно входит в топ бестселлеров!

Самый полный курс по JavaScript для начинающих программистов на платформе Stepik! Этот курс идеально подходит для программистов, которые хотят изучить основы языка программирования JavaScript. В ходе курса вы узнаете основные концепции языка, включая переменные, типы данных, условные конструкции, циклы, функции и объекты. Курс включает в себя большое количество практических заданий, которые помогут закрепить знания.",ru,easy,2025,2999 ₽,Certificate,IT Guru,4.797297297297297,74
Stepik,Веб-разработка,https://stepik.org/course/116411/,Тестирование ПО с Нуля до Специалиста,"STBLACKFRIDAY25 - СПЕЦИАЛЬНЫЙ ПРОМОКОД СО СКИДКОЙ.
Курс входит в ТОП-10 лучших платных курсов Stepik.
ДОМАШНИЕ ЗАДАНИЯ ПРОВЕРЯЮТСЯ ЛИЧНО АВТОРОМ + так же есть разнообразные тестовые задания! 
Данный курс для тебя, если ты:
1. Задумался о том: как стать тестировщиком.
2. Ищешь качественный материал для обучения по профессии QA Engineer.
3. Хочешь получать обратную связь и проверку своих решений от автора.
4. Уже работаешь в сфере и хочешь освежить свои знания.",ru,easy,16172,3199 ₽,Certificate,Алекс Смит,4.96806167400881,908
Stepik,Веб-разработка,https://stepik.org/course/114109/,Курс по верстке и веб разработке сайтов с нуля! Web development,"В этом курсе вы найдете все о современной верстке сайтов, для быстрого старта в профессию веб разработчик!",ru,easy,3315,3290 ₽,Certificate,Дмитрий Фокеев,4.962962962962963,351
Stepik,Веб-разработка,https://stepik.org/course/113393/,"Сайт на Wordpress, Верстка сайта и перенос на CMS","Освой Wordpress легко, на практике с тремя разными сайтами. Вы научитесь верстать сайт по макету из Figma, Pixso и используя сервис Marsy, а также натягивать готовую верстку на Wordpress, создавать свою тему, настраивать формы и переносить сайт на настоящий хостинг.",ru,normal,14439,-,Certificate,Исмаил Усеинов,4.801980198019802,101
Stepik,Веб-разработка,https://stepik.org/course/87314/,PHP - первое знакомство,"Это курс по PHP для самых маленьких. Почему? Потому что показаны будут прежде всего азы (хотя и не только), при этом в достаточно краткой форме.",ru,,29217,-,Certificate,Игорь Лютый,4.793044953350297,1179
Stepik,Веб-разработка,https://stepik.org/course/64633/,Государственная антикоррупционная политика,"В условиях экономической, политической и культурной интеграции и глобализации, а также динамично развивающегося постиндустриального общества все важнее становится проблема коррупции. Коррупция все больше и больше поглощает все сферы жизни современного общества и имеет множество негативных последствий, таких как повышение уровня недоверия к власти, уничтожение политической конкуренции, расширение теневой экономики и многих других.

Курс «Государственная антикоррупционная политика» поможет разобраться в многообразии форм, причин, условий коррупционных правонарушений, особенностях нормативно-правового антикоррупционного законодательства РФ, а также методах борьбы с коррупцией в условиях современных реалий.",ru,,5795,-,,РЭУ им. Г. В. Плеханова Кафедра ГМУ,4.929363689433742,1713
Stepik,Веб-разработка,https://stepik.org/course/56395/,Цифровые инструменты и сервисы для учителя,"Открытый онлайн-курс разработан по заказу Института ЮНЕСКО по информационным технологиям в образовании для повышения квалификации учителей в области использования новых цифровых инструментов и сервисов, образовательных инноваций и веб-технологий в учебном процессе и профессиональном развитии.",ru,,34867,-,Certificate,ИИТО ЮНЕСКО,4.852092645266152,2461
Stepik,Веб-разработка,https://stepik.org/course/54403/,Программирование на Golang,"Курс посвящен основам языка программирования Golang. Курс будет полезен тем, кто уже имеет базовый опыт в программировании. На курсе будет рассмотрена теория, подкрепленная практикой.",ru,,80133,-,Certificate,Семён Новиков,4.654898499558694,1133
Stepik,Веб-разработка,https://stepik.org/course/52164/,Основы HTML и CSS,"Отличный старт для погружения в разработку сайтов. Знания основ HTML и CSS нужны всем, кто хочет научиться создавать сайты.",ru,,76359,-,,Тимур Гудиев,4.818024263431543,2885
Stepik,Веб-разработка,https://stepik.org/course/5482/,PRO C#. Основы программирования,"Курс посвящен базовым понятиям программирования: типы данных, операторы, переменные, условия, циклы, массивы и функции. Он является вводным и подойдет слушателям с небольшим опытом или вообще без опыта программирования. Курс полностью обновлен 2025 году!",ru,easy,98607,2490 ₽,Certificate,Иосиф Дзеранов;факультет МИТ СОГУ;IRON PROGRAMMER PRO C#,4.943050193050193,1036
Stepik,Веб-разработка,https://stepik.org/course/261410/,DevOps-инструменты [ Linux + Docker + Git ],"DevOps-специалист: освойте Linux, Git, Docker и основы DevOps. Научитесь разворачивать приложения, работать с контейнерами и автоматизировать процессы. Старт в востребованной профессии.",ru,easy,119,5190 ₽,Certificate,Rotoro cloud;Pragmatic Programmer,0.0,0
Stepik,Веб-разработка,https://stepik.org/course/256643/,ООП Python: Часть 1,"Часть 1: Фундамент ООП. Научитесь мыслить объектами, создавать классы и применять три столпа программирования: инкапсуляцию, наследование и полиморфизм.",ru,normal,2895,-,Certificate,Александр Заплавный,4.945652173913044,92
Stepik,Веб-разработка,https://stepik.org/course/256064/,CI/CD простым языком,"Изучите CI/CD — ключевую практику не только в DevOps направлении, но и вообще во всей современной разработке.",ru,easy,2498,-,,Матвей Чудневцев;Михаил Новичихин,4.761904761904762,21
Stepik,Веб-разработка,https://stepik.org/course/253160/,Программа: Frontend-разработка [ JavaScript + Git + GitHub ],"Ваш старт во фронтэнд разработке. Освойте JavaScript с нуля до продвинутого уровня, работу с Git и станьте востребованным специалистом. Курс подходит для начинающих разработчиков и верстальщиков. Научитесь создавать интерактивные сайты, работать с API и управлять проектами в GitHub.",ru,,76,3450 ₽,Certificate,Pragmatic Programmer;Павел Тарасов,0.0,0
Stepik,Веб-разработка,https://stepik.org/course/240284/,С нуля до Junior Manual QA инженера ,"Кратко и по делу.

Это расширенная версия курса включающая в себя дополнительные модули Docker и Linux

Тебе сюда если: 
- Хочешь начать карьеру инженера по качеству
- ""утомило"" смотреть огромные вебинары
- надоело ""плавать"" в бесконечном потоке информации, где никто ничего не объясняет.

Курс плотный, сжатый. НО это только первая ступень, что бы начать свою карьеру, после него можно выходить на рынок - у вас будут все необходимые знания.
После курса ты сможешь претендовать на ЗП от 80к даже без опыта",ru,easy,4298,-,,Сергей Яушев,4.903225806451613,31
Stepik,Веб-разработка,https://stepik.org/course/208904/,Основы компьютерных сетей,"Курс знакомит с основами работы компьютерных сетей (терминология, стандарты, протоколы), подробно разбирается стек TCP/IP. Этот курс отлично подойдет для младших курсов ВУЗов и старшеклассников. ",ru,easy,20736,-,,Илья Зеленчук,4.920289855072464,276
Stepik,Веб-разработка,https://stepik.org/course/193612/,HTML CSS JS (lite),"На курсе по HTML, CSS и JavaScript учащиеся освоят основы создания структурированных веб-страниц, научатся применять стилизацию для создания визуально привлекательных интерфейсов и изучат программирование на JavaScript для добавления интерактивности на свои сайты.",ru,easy,6578,-,Certificate,WEB LOUNGE,4.678899082568807,109
Stepik,Веб-разработка,https://stepik.org/course/185439/,Терминал Linux. Основы,"Сколько времени нужно на изучение основ терминала Linux? Несколько часов видео, пара десятков задачек на проверку - и можно начинать работать!",ru,easy,12202,-,Certificate,Pragmatic Programmer,4.961111111111111,540
Stepik,Веб-разработка,https://stepik.org/course/170777/,Асинхронный Python,"Курс победитель 🏆Stepik Awards в номинации ""Лучший платный курс"". Курс содержит всё, что вам нужно знать о asyncio в Python, от основ до продвинутых тем. Вы получите доступ к обширному набору материалов и задач, которые постоянно обновляются и дополняются, чтобы оставаться актуальными и полезными.


Не упустите свой шанс стать частью нашего сообщества. Запишитесь на курс уже сегодня и начните свое путешествие в мир асинхронного Python!",ru,easy,3844,4500 ₽,Certificate,Павел Хошев,4.755813953488372,172
Stepik,Веб-разработка,https://stepik.org/course/131052/,Тестирование REST API в Postman - легкий старт в автоматизацию,"🏆Победитель Stepik Awards 2023 в номинации ""Прорыв года"". Курс для тех, кто хочет много практики в ручном и автоматизированном тестировании API. Тест-кейсы, баг-репорты, тестирование по Swagger на сервере с логикой, все как на реальном проекте. Сложные вопросы на собеседовании, основы JavaScript для автотестов, вся теория на человеческом языке, собрана в одном курсе.",ru,easy,3326,890 ₽,Certificate,Давид Согоян,5.0,147
Stepik,Веб-разработка,https://stepik.org/course/124505/,Тестирование на практике - базовый курс,"Данный курс направлен на то, чтобы научить слушателя азам работы тестировщика с обязательным практическим заданием на каждое реальное рабочее поведение тестировщика. На основании отзывов - наши практические задания на столько просты и понятны, что справится даже тот, кто ничего в тестировании не знает.

Сложность материала возрастает по мере прохождения курса. В процессе выполнения шагов курса решаются практические задачи из реальных тестовых заданий вакансий HHRU и рабочих будней тестировщиков.",ru,easy,8887,-,,Камиль Сабуев;Владимир Халяпин,4.522222222222222,90
Stepik,Веб-разработка,https://stepik.org/course/114354/,ООП: Объектно-ориентированное программирование на Python,"Курс позволит изучить тему ООП и повысить свой уровень владения Python

Данный курс является логическим продолжением моего курса, посвященному основам программирования на Python

Без знания основ Python данный курс будет сложен для усвоения.",ru,normal,5138,2490 ₽,Certificate,Артем Егоров,4.862264150943396,530
Stepik,Веб-разработка,https://stepik.org/course/113918/,"""Поколение Python"": базы данных и SQL","Курс продолжает серию ""Поколение Python"" и рассказывает о языке структурированных запросов SQL, который используется при работе с реляционными базами данных",ru,normal,4054,7900 ₽,Certificate,Тимур 🐍 Гуев;Поколение Python,4.981958762886598,388
Stepik,Веб-разработка,https://stepik.org/course/113402/,"Frontend разработчик на HTML, CSS и JavaScript","Начните зарабатывать деньги освоив самое важное для веб-разработчика. Изучим HTML, CSS, JavaScript, Figma, Pixso, Photoshop, VS Code, Emmet, BEM, Bootstrap, Vue, React, Git, GitHub, Gulp. Расскажу как составить портфолио, резюме и взять первый заказ на фрилансе.",ru,easy,1854,14900 ₽,Certificate,Исмаил Усеинов,4.964285714285714,28
Stepik,Веб-разработка,https://stepik.org/course/104774/,WEB Парсинг на Python,"Курс победитель🥇Stepik Awards в номинации ""Прорыв года""
Практический курс синхронного и асинхронного веб-парсинга на Python, потренируетесь собирать информацию c веб-cайтов и Telegram чатов, а в модуле Selenium научитесь автоматизировать действия в браузере, и обходить captcha. Не упустите свой шанс стать частью нашего сообщества. Запишитесь на курс уже сегодня и начните свое путешествие в мир парсинга на Python!",ru,normal,5088,5500 ₽,Certificate,Павел Хошев,4.897590361445783,166
Stepik,Веб-разработка,https://stepik.org/course/102681/,Эффективная презентация проекта,"На курсе формируются навыки подготовки и проведения публичной презентации проектов разной направленности. На занятиях даются рекомендации по разработке структуры презентации, раскрыты приемы подбора материалов и подготовки слайдов, определены задачи подготовки к публичному выступлению.",ru,,14312,-,,Ольга Шелюгина;Алтайский государственный университет,4.916455696202532,395
Stepik,Веб-разработка,https://stepik.org/course/98974/,"""Поколение Python"": ООП","Курс продолжает серию ""Поколение Python"" и рассказывает о концепции объектно-ориентированного программирования на языке Python",ru,normal,8045,7900 ₽,Certificate,Тимур 🐍 Гуев;Поколение Python,4.944444444444445,738
Stepik,Веб-разработка,https://stepik.org/course/92015/,СОТОЧКА ПО РУССКОМУ: помощник в подготовке к ЕГЭ 2026,"Курс-помощник в подготовке к ЕГЭ по русскому языку.  Позволяет детально разобрать задания формата ЕГЭ, но не направлен на монотонное  прорабатывание вариантов. Для тех, кто хочет понимать, что происходит, и не надеется на удачу.",ru,,7972,3800 ₽,Certificate,Ляйсан Хутова,4.993079584775087,289
Stepik,Веб-разработка,https://stepik.org/course/87737/,Деловые коммуникации,"Курс развивает навык социального и делового общения, формирует у будущих специалистов систему базовых знаний и навыков для построения эффективных деловых коммуникаций как основы управленческой деятельности.",ru,,20389,-,Certificate,RUDN University,4.842003853564547,519
Stepik,Веб-разработка,https://stepik.org/course/363/,Введение в программирование (C++),Основы программирования на C++ на примере множества несложных практических задач.,ru,,427519,-,Certificate,Академия Яндекса;Высшая школа экономики (НИУ ВШЭ),4.7565445026178015,3056
Stepik,Веб-разработка,https://stepik.org/course/262455/,Инструменты тестировщика [ Postman + SQL + Git + Linux ],"Инструменты тестировщика: освойте Postman для тестирования API, Linux для работы с серверами, Git для контроля версий и SQL для проверки данных. То, что нужно для старта в QA.",ru,,13,2990 ₽,Certificate,Давид Согоян;Pragmatic Programmer,0.0,0
Stepik,Веб-разработка,https://stepik.org/course/241839/,Профессия: Python-разработчик [ Python + SQL + Git + Linux ],"Учебная программа даст все необходимые навыки: основательное знание Python, работа с Git и GitHub, уверенное владение Linux и эффективное использование SQL. После обучения Вы сможете разрабатывать приложения, управлять версиями кода, работать с серверами и базами данных — всё, что нужно для старта карьеры в IT.",ru,easy,97,8500 ₽,Certificate,Pragmatic Programmer;Future People,5.0,1
Stepik,Веб-разработка,https://stepik.org/course/232225/,Работа в электронной информационно-образовательной среде (ЭИОС),"Курс позволит получить знания, необходимые для   эффективного использования цифровых технологий и ресурсов интернета в рамках академической и профессиональной деятельности.",ru,easy,412,-,,Инна Юрьевна Анохина,4.943661971830986,71
Stepik,Веб-разработка,https://stepik.org/course/230401/,"Сохрани меня, если сможешь: модули и файлы в Python","🚀 «Модули и файлы в Python: легко и понятно» — следующий шаг после освоения основ, который научит вас работать с файлами, модулями и структурой проектов на Python!

📂 Вы узнаете, как сохранять и читать данные, разбивать код на удобные части, использовать сторонние библиотеки, управлять зависимостями и работать с виртуальным окружением.

💡 Курс идеально подходит для выпускников «Функционального программирования на Python» и всех, кто хочет перейти от простых скриптов к созданию настоящих Python-проектов!",ru,normal,3415,-,Certificate,Артем Егоров,5.0,28
Stepik,Веб-разработка,https://stepik.org/course/228045/,ИИ в дополнительном образовании: от идеи до реализации,"«ИИ в дополнительном образовании: от идеи до реализации» — практико-ориентированный онлайн-курс для педагогов, методистов и руководителей, желающих освоить искусственный интеллект и использовать его как помощника в своей работе. Вы узнаете, как применять нейросети в планировании занятий, анализе данных, создании контента и разработке образовательных проектов. Всё — просто, пошагово и с примерами из реальной педагогической практики.",ru,easy,201,-,,Александр Булохов,5.0,11
Stepik,Веб-разработка,https://stepik.org/course/214865/,Git + GitHub. Полный курс,"Практическое руководство по работе с системой контроля версий Git и платформой GitHub. Вы научитесь создавать репозитории, управлять ветками, разрешать конфликты, работать с Pull Request и использовать современные инструменты, как GitHub Copilot. Идеально для начинающих разработчиков!",ru,easy,4171,990 ₽,Certificate,Pragmatic Programmer,4.989010989010989,182
Stepik,Веб-разработка,https://stepik.org/course/214176/,Веб-разработка для начинающих,"""Веб-разработка для начинающих"" — это курс, который проведёт вас через весь путь освоения основ веб-разработки: от изучения HTML, CSS и JavaScript до работы с Linux, Git, Vue.js, и PHP. Вы научитесь создавать интерфейсы, работать с базами данных, управлять версиями кода и контейнеризировать приложения с Docker.",ru,easy,1260,-,,Интаро Софт,5.0,3
Stepik,Веб-разработка,https://stepik.org/course/212525/,Go для чайников!,Курс создавался для людей которые только начинают свой путь покорения мира IT и выбрали язык Go своим первым языком программирования!,ru,easy,3000,-,Certificate,Illia Borshch,4.894736842105263,38
Stepik,Веб-разработка,https://stepik.org/course/198983/,Программа. Linux: с нуля до сертификата,"Пакет ""Linux: 3 в 1"". И больше ничего не нужно. Просмотри видеокурс, пройди тестирование, получи сертификат.",ru,easy,1567,3450 ₽,Certificate,Pragmatic Programmer,4.956989247311828,93
Stepik,Веб-разработка,https://stepik.org/course/185283/,Терминал Linux. Работа в командной строке,Авторский видеокурс от программиста с 15+ годами опыта и преподавателя онлайн школ GeekBrains и Otus.,ru,easy,3342,1290 ₽,Certificate,Pragmatic Programmer,4.943661971830986,213
