platform,tag,url,title,summary,language,difficulty,learners_count,price,certificate,authors,rating,reviews_count
Stepik,Программирование,https://stepik.org/course/58852/,"""Поколение Python"": курс для начинающих","​В курсе рассказывается об основных типах данных, конструкциях и принципах структурного программирования языка Python. Курс содержит теорию в формате текстовых конспектов и более 500 задач с автоматизированной проверкой. Этот курс является первой частью линейки курсов ""Поколение Python"".",ru,easy,1447481,-,Certificate,"Тимур 🐍 Гуев;Благотворительный фонд ""Айкью Опшн"";Поколение Python",4.965998836145981,24058
Stepik,Программирование,https://stepik.org/course/54403/,Программирование на Golang,"Курс посвящен основам языка программирования Golang. Курс будет полезен тем, кто уже имеет базовый опыт в программировании. На курсе будет рассмотрена теория, подкрепленная практикой.",ru,,80133,-,Certificate,Семён Новиков,4.654898499558694,1133
Stepik,Программирование,https://stepik.org/course/5482/,PRO C#. Основы программирования,"Курс посвящен базовым понятиям программирования: типы данных, операторы, переменные, условия, циклы, массивы и функции. Он является вводным и подойдет слушателям с небольшим опытом или вообще без опыта программирования. Курс полностью обновлен 2025 году!",ru,easy,98607,2490 ₽,Certificate,Иосиф Дзеранов;факультет МИТ СОГУ;IRON PROGRAMMER PRO C#,4.943050193050193,1036
Stepik,Программирование,https://stepik.org/course/363/,Введение в программирование (C++),Основы программирования на C++ на примере множества несложных практических задач.,ru,,427519,-,Certificate,Академия Яндекса;Высшая школа экономики (НИУ ВШЭ),4.7565445026178015,3056
Stepik,Программирование,https://stepik.org/course/67/,Программирование на Python,"Курс посвящен базовым понятиям и элементам языка программирования Python (операторы, числовые и строковые переменные, списки, условия и циклы). Курс является вводным и наиболее подойдет слушателям, не имеющим опыта написания программ ни на одном из языков программирования.",ru,,799137,-,Certificate,Bioinformatics Institute,4.678748097412481,10512
Stepik,Программирование,https://stepik.org/course/261410/,DevOps-инструменты [ Linux + Docker + Git ],"DevOps-специалист: освойте Linux, Git, Docker и основы DevOps. Научитесь разворачивать приложения, работать с контейнерами и автоматизировать процессы. Старт в востребованной профессии.",ru,easy,119,5190 ₽,Certificate,Rotoro cloud;Pragmatic Programmer,0.0,0
Stepik,Программирование,https://stepik.org/course/253174/,Знакомство с Docker,"Познакомьтесь с Docker'ом с нуля: контейнеры, образы, Dockerfile и Docker Compose. Научитесь упаковывать приложения за пару часов.",ru,easy,3310,-,Certificate,Pragmatic Programmer,4.977653631284916,179
Stepik,Программирование,https://stepik.org/course/253160/,Программа: Frontend-разработка [ JavaScript + Git + GitHub ],"Ваш старт во фронтэнд разработке. Освойте JavaScript с нуля до продвинутого уровня, работу с Git и станьте востребованным специалистом. Курс подходит для начинающих разработчиков и верстальщиков. Научитесь создавать интерактивные сайты, работать с API и управлять проектами в GitHub.",ru,,76,3450 ₽,Certificate,Pragmatic Programmer;Павел Тарасов,0.0,0
Stepik,Программирование,https://stepik.org/course/230401/,"Сохрани меня, если сможешь: модули и файлы в Python","🚀 «Модули и файлы в Python: легко и понятно» — следующий шаг после освоения основ, который научит вас работать с файлами, модулями и структурой проектов на Python!

📂 Вы узнаете, как сохранять и читать данные, разбивать код на удобные части, использовать сторонние библиотеки, управлять зависимостями и работать с виртуальным окружением.

💡 Курс идеально подходит для выпускников «Функционального программирования на Python» и всех, кто хочет перейти от простых скриптов к созданию настоящих Python-проектов!",ru,normal,3415,-,Certificate,Артем Егоров,5.0,28
Stepik,Программирование,https://stepik.org/course/222232/,ИИ агенты и автоматизация с n8n: от рутины до AI контент-завода,"🏆 Курс от лауреатов премии Stepik Awards 2024 в номинации ""Лучший курс года"". Вы научитесь использовать платформу n8n для быстрой автоматизации рутинных задач. Интегрировать AI и LLM-модели в рабочие процессы. Автоматизируете обработку документов и собственных данных, создание контента. Научитесь разрабатывать AI агентов, чат-ботов без кода и реализуете 5 проектов. Получите твердую базу для выполнения коммерческих заказов. Автоматизация с n8n - это тренд 2025 года!",ru,easy,952,14900 ₽,Certificate,Алерон 🍕 Миленькин;Стас ⚡️ Гасиловский,5.0,53
Stepik,Программирование,https://stepik.org/course/220674/,Твой Golang,"Твой Golang — это идеальный старт для освоения языка. Простые и понятные объяснения помогут быстро разобраться в основах Go, даже если вы новичок. Вы научитесь создавать эффективные приложения и получите практические навыки для реальных проектов. 
Изучать Go — значит инвестировать в свое будущее!",ru,easy,6959,-,Certificate,Павел Тарасов,4.979310344827586,145
Stepik,Программирование,https://stepik.org/course/214865/,Git + GitHub. Полный курс,"Практическое руководство по работе с системой контроля версий Git и платформой GitHub. Вы научитесь создавать репозитории, управлять ветками, разрешать конфликты, работать с Pull Request и использовать современные инструменты, как GitHub Copilot. Идеально для начинающих разработчиков!",ru,easy,4171,990 ₽,Certificate,Pragmatic Programmer,4.989010989010989,182
Stepik,Программирование,https://stepik.org/course/210361/,Твой JavaScript,"Первая часть самого полного курса по языку JavaScript. Все, что нужно для начала работы с языком JavaScript - легко, понятно и без воды. Освоишь и ты, даже если никогда раньше не программировал. Простые объяснения, не дадут заскучать. Присоединяйся к сообществу JS-разработчиков!
Изучать JavaScript сейчас - это лучшее решение.",ru,easy,14098,-,Certificate,Павел Тарасов,4.973584905660378,265
Stepik,Программирование,https://stepik.org/course/207789/,Python для ЕГЭ по Информатике,В курсе разобраны основы языка программирования Python 3 — с нуля и до необходимого для сдачи ЕГЭ по информатике уровня.,ru,easy,25041,-,Certificate,Леонид Шастин;Денис Бахтиев,4.927152317880795,151
Stepik,Программирование,https://stepik.org/course/185439/,Терминал Linux. Основы,"Сколько времени нужно на изучение основ терминала Linux? Несколько часов видео, пара десятков задачек на проверку - и можно начинать работать!",ru,easy,12200,-,Certificate,Pragmatic Programmer,4.961038961038961,539
Stepik,Программирование,https://stepik.org/course/180784/,Погружение в JavaScript: для начинающих,Плавное и последовательное погружение в удивительный мир программирования на языке JavaScript для абсолютных новичков.,ru,easy,26484,-,Certificate,Ерсултан Сагандыков,4.930232558139535,903
Stepik,Программирование,https://stepik.org/course/158385/,PRO Go. Основы программирования,"Курс посвящен базовым понятиям программирования: типы данных, операторы, переменные, условия, циклы, массивы и функции. Он является вводным и подойдет слушателям с небольшим опытом или вообще без опыта программирования. Обучение будет проходить на языке программирования Go.",ru,easy,21461,2490 ₽,Certificate,Александр Павлович;PRO Go,4.803030303030303,264
Stepik,Программирование,https://stepik.org/course/131507/,PRO Kotlin. Основы программирования,"Курс посвящен базовым понятиям программирования: типы данных, операторы, переменные, условия, циклы, массивы и функции. Он является вводным и подойдет слушателям с небольшим опытом или вообще без опыта программирования. Обучение будет проходить на языке программирования Kotlin.",ru,easy,7931,2490 ₽,Certificate,Иосиф Дзеранов;Батраз Дзампаев;PRO Kotlin,4.718446601941747,103
Stepik,Программирование,https://stepik.org/course/116336/,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева","Начните увлекательное путешествие в мир объектно-ориентированного программирования (ООП) на языке Python! Здесь вы сможете с нуля, с самого начала постичь магию объектно-ориентированного программирования. Увидите, как концепция классов и объектов позволяет заметно упрощать структуру программ, делать их более модульными и легко расширяемыми. Не удивительно, что сейчас каждый начинающий программист должен знать ООП для успешной карьеры в IT.",ru,normal,16065,3500 ₽,Certificate,Сергей Балакирев,4.900763358778626,655
Stepik,Программирование,https://stepik.org/course/114354/,ООП: Объектно-ориентированное программирование на Python,"Курс позволит изучить тему ООП и повысить свой уровень владения Python

Данный курс является логическим продолжением моего курса, посвященному основам программирования на Python

Без знания основ Python данный курс будет сложен для усвоения.",ru,normal,5138,2490 ₽,Certificate,Артем Егоров,4.862264150943396,530
Stepik,Программирование,https://stepik.org/course/113918/,"""Поколение Python"": базы данных и SQL","Курс продолжает серию ""Поколение Python"" и рассказывает о языке структурированных запросов SQL, который используется при работе с реляционными базами данных",ru,normal,4054,7900 ₽,Certificate,Тимур 🐍 Гуев;Поколение Python,4.981958762886598,388
Stepik,Программирование,https://stepik.org/course/107779/,PRO C#. База,"С# разработчик – это человек, который пишет компьютеру волшебное «заклинание» – код. Чтоб компьютер понимал, что и когда ему считать, делать и показывать на экране. 

Каждый С# разработчик чувствует, как сильно его уважают окружающие. Он сам решает, в каком месте ему работать. И поэтому он иногда работает под пальмами.",ru,easy,524,43190 ₽,Certificate,Иосиф Дзеранов;IRON PROGRAMMER PRO C#,5.0,10
Stepik,Программирование,https://stepik.org/course/55918/,Основы программирования на C/C++,"Для новичков этот курс станет идеальной отправной точкой.  Вы научитесь разбираться в основных типах данных, использовать базовые алгоритмические конструкции и уверенно работать с массивами. К окончанию курса вы разовьете алгоритмическое мышление и получите уникальный опыт, который сформирует ваши навыки программирования на всю жизнь!  Присоединяйтесь и начните свой путь в мир программирования!",ru,easy,9622,1980 ₽,Certificate,Оксана Еськова,4.969387755102041,196
Stepik,Программирование,https://stepik.org/course/38218/,Веб-разработка для начинающих: HTML и CSS,"Курс по основам веб-разработки. Узнаем, как работает интернет, научимся создавать веб-страницы с помощью HTML и CSS и деплоить их в интернет. Содержит домашние задания: мини-проекты для самостоятельного выполнения и проверки.",ru,easy,278467,-,Certificate,ITC (vk.com/itc.digital),4.635907093534212,4779
Stepik,Программирование,https://stepik.org/course/3078/,Основы программирования на C. Задачи,"Практический курс по основам программирования на языке Си для начинающих. Изучайте базовые конструкции языка и доводите их применение до совершенства на сотнях практических задач. Начните с основ, чтобы стать мастером!",ru,easy,71665,-,Certificate,Кирилл Постнов,4.861144945188794,821
Stepik,Программирование,https://stepik.org/course/263247/,Программа: Разработчик C++ [ +Git +Linux +SQL ],"C++, Linux, Git, SQL — освойте ключевые технологии разработчика. Научитесь писать код, разрабатывать проекты, управлять базами данных и автоматизировать задачи в командной строке.",ru,,30,2990 ₽,Certificate,Артём Бородин;Pragmatic Programmer,0.0,0
Stepik,Программирование,https://stepik.org/course/260403/,Программа: Web-разработка на Python [ FastAPI + Git + SQL ],"Создавайте мощные API на FastAPI, работайте с базами данных и освойте Git для командной разработки. Станьте полноценным бэкенд-разработчиком.",ru,,93,6990 ₽,Certificate,Илья Перминов;Pragmatic Programmer,0.0,0
Stepik,Программирование,https://stepik.org/course/259051/,ООП Python: Часть 2,"Часть 2: Мастерство ООП. Продолжаем изучение с продвинутых тем: освойте магические методы, свойства, композицию, датаклассы и современные паттерны проектирования.",ru,normal,1039,-,Certificate,Александр Заплавный,5.0,14
Stepik,Программирование,https://stepik.org/course/253025/,IT-фундамент [ SQL + Linux + Git ],"На каком бы языке Вы ни программировали, вероятнее всего, Вам понадобится работать с данными (SQL), управлять сервером (Linux), контролировать версии кода (Git)",ru,,38,4000 ₽,Certificate,Pragmatic Programmer,5.0,1
Stepik,Программирование,https://stepik.org/course/252829/,Основы Git и GitHub,"Git и GitHub: от основ до уверенного использования. Научитесь работать с репозиториями, коммитами, удаленными серверами и GitHub Copilot. Освойте откат изменений, историю коммитов. Идеально для старта в разработке!",ru,easy,3750,-,Certificate,Pragmatic Programmer,4.991228070175438,114
Stepik,Программирование,https://stepik.org/course/241839/,Профессия: Python-разработчик [ Python + SQL + Git + Linux ],"Учебная программа даст все необходимые навыки: основательное знание Python, работа с Git и GitHub, уверенное владение Linux и эффективное использование SQL. После обучения Вы сможете разрабатывать приложения, управлять версиями кода, работать с серверами и базами данных — всё, что нужно для старта карьеры в IT.",ru,easy,97,8500 ₽,Certificate,Pragmatic Programmer;Future People,5.0,1
Stepik,Программирование,https://stepik.org/course/211750/,C++ для начинающих,"Знание языка С++ пригодится каждому, кто собирается поступать в вуз на компьютерную или инженерную специальность, а также всем олимпиадникам. Это подробный курс по основам языка С++ с нуля, который поможет школьникам подготовиться к учебе в вузе или сделать первые шаги в олимпиадном программировании.",ru,easy,6394,-,Certificate,Дмитрий Дунюшкин,4.976,125
Stepik,Программирование,https://stepik.org/course/198983/,Программа. Linux: с нуля до сертификата,"Пакет ""Linux: 3 в 1"". И больше ничего не нужно. Просмотри видеокурс, пройди тестирование, получи сертификат.",ru,easy,1567,3450 ₽,Certificate,Pragmatic Programmer,4.956989247311828,93
Stepik,Программирование,https://stepik.org/course/190857/,C# для начинающих. С нуля до первых проектов,"Хотите освоить C# с нуля? Наш бесплатный курс – это идеальный старт! Вы разберётесь с основами языка, освоите ООП, научитесь работать с коллекциями, исключениями, познакомитесь с LINQ, делегатами и многим другим. В каждом модуле – теоретический материал и практические задачи, а в финале – создание двух реальных проектов: Telegram-бота и Web-сервиса. Курс подойдёт как начинающим разработчикам, так и опытным программистам, желающим освоить новую технологию. Начните свой путь в C# уже сегодня!",ru,easy,5547,-,Certificate,Devpractice Team;Марат Абдрахманов;Иван Шнайдер,4.828571428571428,35
Stepik,Программирование,https://stepik.org/course/185939/,1С программирование для начинающих,"В данном курсе, понятным и простым языком, вы получите необходимую информацию для начинающего программиста 1С.",ru,easy,2506,4990 ₽,Certificate,Василий Еремин;Николай,4.987012987012987,77
Stepik,Программирование,https://stepik.org/course/185283/,Терминал Linux. Работа в командной строке,Авторский видеокурс от программиста с 15+ годами опыта и преподавателя онлайн школ GeekBrains и Otus.,ru,easy,3342,1290 ₽,Certificate,Pragmatic Programmer,4.943661971830986,213
Stepik,Программирование,https://stepik.org/course/180000/,FastAPI для начинающих,"🏆 Победитель Stepik Awards 2024 в номинации ""Лучший платный курс года""!
Этот курс представляет собой подробное руководство по созданию приложений с помощью FastAPI. Вы узнаете, как создавать быстрые, эффективные и масштабируемые REST API на Python. Вы начнете с приложения Hello World и далее создадите полноценное API интернет магазина, использующее асинхронные запросы к базе данных, аутентификацию и права доступа. Внимание, данный курс не содержит ни минуты видео!",ru,easy,1484,2999 ₽,Certificate,Илья Перминов,4.977777777777778,90
Stepik,Программирование,https://stepik.org/course/172356/,Многопоточность в Python: от новичка до эксперта,"Все о многопоточном программировании на Python: от основ работы с потоками и пулами до современных возможностей Python 3.14. Освойте субинтерпретаторы и free-threaded сборки, чтобы добиться настоящего параллелизма в ваших приложениях.
🏆 Исчерпывающий и актуальный курс по поточной многозадачности от лауреата премии Stepik Awards.",ru,normal,1964,3200 ₽,Certificate,Александр Шибаев,5.0,108
Stepik,Программирование,https://stepik.org/course/123987/,Основы программирования ПЛК в среде CODESYS V3.5,"В рамках курса рассматривается создание проектов для программируемых логических контроллеров (ПЛК) в среде CODESYS V3.5. Эта среда используется для программирования ПЛК множества производителей; в данном курсе акцент сделан на использование контроллеров ОВЕН. Но наличие контроллера не является необходимым условием для прохождения курса - весь материал можно изучить на виртуальном контроллере, запускаемом на вашем компьютере.",ru,easy,13170,-,,ОВЕН,4.943127962085308,211
Stepik,Программирование,https://stepik.org/course/118842/,"Вселенная тестирования, или Как стать тестировщиком","Главная цель курса — помочь начинающим тестировщикам освоить базовые знания о профессии и найти первую работу в тестировании. Курс включает в себя лекции, а также практику в виде тестовых заданий.

Ну, что — вперед, и да пребудет с вами тестирование!",ru,easy,59356,-,Certificate,Кавычки,4.841095890410959,2190
Stepik,Программирование,https://stepik.org/course/116411/,Тестирование ПО с Нуля до Специалиста,"STBLACKFRIDAY25 - СПЕЦИАЛЬНЫЙ ПРОМОКОД СО СКИДКОЙ.
Курс входит в ТОП-10 лучших платных курсов Stepik.
ДОМАШНИЕ ЗАДАНИЯ ПРОВЕРЯЮТСЯ ЛИЧНО АВТОРОМ + так же есть разнообразные тестовые задания! 
Данный курс для тебя, если ты:
1. Задумался о том: как стать тестировщиком.
2. Ищешь качественный материал для обучения по профессии QA Engineer.
3. Хочешь получать обратную связь и проверку своих решений от автора.
4. Уже работаешь в сфере и хочешь освежить свои знания.",ru,easy,16172,3199 ₽,Certificate,Алекс Смит,4.96806167400881,908
Stepik,Программирование,https://stepik.org/course/105359/,Марафон данных: первое знакомство с SQL и Python,"Этот курс для тех, кто хочет познакомиться с профессией аналитика данных. Если вы никогда ранее не сталкивались с SQL, Python и продуктовыми метриками, то Data Марафон – для вас! Мы расскажем про самые важные инструменты аналитика данных, и объясним всю суть аналитической работы максимально просто и на реальных примерах.",ru,easy,24248,-,Certificate,Николай Валиотти;LEFT JOIN Education,4.780783582089552,1072
Stepik,Программирование,https://stepik.org/course/5207/,Создание курса на Stepik,"Курс для тех, кто хочет больше узнать о Stepik, о том, как создавать и запускать свой собственный открытый или платный курс.",ru,easy,51647,-,Certificate,Команда Stepik,4.910216718266254,969
Stepik,Программирование,https://stepik.org/course/4852/,Введение в Data Science и машинное обучение,"Курс знакомит слушателей с основами машинного обучения и рассчитан в первую очередь на тех слушателей, которые только начинают свой путь в Data Science. Мы подробно разберем основные теоретические понятия, а также начнем знакомство с библиотеками Pandas и Scikit-learn — наиболее популярными инструменатами для анализа данных и машинного обучения, используя язык программирования Python.",ru,easy,160476,-,Certificate,Bioinformatics Institute,4.902852737085582,1297
Stepik,Программирование,https://stepik.org/course/575/,Автоматизация тестирования с помощью Selenium и Python,"Это базовый курс для начинающих тестировщиков, который научит вас писать автоматизированные UI-тесты на языке программирования Python с помощью библиотеки Selenium. А еще мы рассмотрим популярные фреймворки и хорошие практики написания автотестов.",ru,normal,103045,-,Certificate,Aleksey 👨‍💻 Pogibelev;Юлия Лях;Команда Stepik,4.859235668789809,1570
Stepik,Программирование,https://stepik.org/course/254281/,Программа: Java-разработчик [ Java + ООП + SQL + Linux + Git ],"Программируете на Java или интересуетесь этим языком? В данной учебной программе Вы не только с нуля изучите сам язык Java, но и научитесь работать с данными (SQL), управлять сервером (Linux), контролировать версии кода (Git).",ru,,75,6490 ₽,Certificate,Оксана Еськова;Pragmatic Programmer,5.0,1
Stepik,Программирование,https://stepik.org/course/236471/,Введение в ассемблер RISC-V,Курс дает общее понимание архитектуры RISC-V на основе изучения ее ассемблера как языка программирования. Рассматриваются основные синтаксические конструкции и потенциальные приложения. Дается интерактивный практикум для решения задач курса. ,ru,easy,745,-,,Марк Заславский,5.0,6
Stepik,Программирование,https://stepik.org/course/229484/,"Этический хакинг — уязвимости, взлом, защита (CyberSecurity)","Курс «Этический хакинг — уязвимости, взлом, защита»

Научитесь находить уязвимости и защищать системы легально и профессионально — даже если вы никогда не это не изучали.

Мечтаете стать востребованным специалистом в кибербезопасности, но вас пугают сложности? Наш комплексный курс по этичному хакингу — это ваш структурированный путь от полного новичка до специалиста, способного проводить пентесты и находить уязвимости в реальных системах. Мы разберем весь процесс на практике и теории.",ru,easy,583,900 ₽,Certificate,fadik22 official,4.857142857142857,7
